,locale,partition,utt,tokens
42,sw-KE,train,nini inaendelea kwenye kandanda leo,"['nini', 'inaendelea', 'kwenye', 'kandanda', 'leo']"
43,sw-KE,train,cheza muziki kiasi cha jua cali,"['cheza', 'muziki', 'kiasi', 'cha', 'jua', 'cali']"
44,sw-KE,train,mimi napenda muziki wa rock,"['mimi', 'napenda', 'muziki', 'wa', 'rock']"
45,sw-KE,train,bendi ninayoipenda zaidi ya muziki ni queen,"['bendi', 'ninayoipenda', 'zaidi', 'ya', 'muziki', 'ni', 'queen']"
46,sw-KE,train,anza kucheza muziki kutoka bahati,"['anza', 'kucheza', 'muziki', 'kutoka', 'bahati']"
47,sw-KE,train,tafadhali cheza muziki wangu bora zaidi,"['tafadhali', 'cheza', 'muziki', 'wangu', 'bora', 'zaidi']"
48,sw-KE,train,ni nani mwandishi wa saa hizi wa muziki,"['ni', 'nani', 'mwandishi', 'wa', 'saa', 'hizi', 'wa', 'muziki']"
49,sw-KE,train,ni hiyo ambacho albamu hii ni muziki wa sasa kutoka,"['ni', 'hiyo', 'ambacho', 'albamu', 'hii', 'ni', 'muziki', 'wa', 'sasa', 'kutoka']"
50,sw-KE,train,kwa kweli nafurahia mziki hii,"['kwa', 'kweli', 'nafurahia', 'mziki', 'hii']"
51,sw-KE,train,wimbo wewe unaocheza ni wa ajabu,"['wimbo', 'wewe', 'unaocheza', 'ni', 'wa', 'ajabu']"
52,sw-KE,train,hiini moja ya nyimbo nzuri kwangu,"['hiini', 'moja', 'ya', 'nyimbo', 'nzuri', 'kwangu']"
53,sw-KE,train,fanya taa kung'aa zaidi,"['fanya', 'taa', ""kung'aa"", 'zaidi']"
54,sw-KE,train,ongeza mwanga wa taa hadi kiwango cha juu,"['ongeza', 'mwanga', 'wa', 'taa', 'hadi', 'kiwango', 'cha', 'juu']"
55,sw-KE,train,samahani anzisha kifyonzi cha roboti,"['samahani', 'anzisha', 'kifyonzi', 'cha', 'roboti']"
56,sw-KE,train,washa roboti ya usafi,"['washa', 'roboti', 'ya', 'usafi']"
57,sw-KE,train,tafadhali agiza chapati kama chajio,"['tafadhali', 'agiza', 'chapati', 'kama', 'chajio']"
58,sw-KE,train,hujambo naomba uagize mkate,"['hujambo', 'naomba', 'uagize', 'mkate']"
59,sw-KE,train,naweza kuagiza kuchukua chakula cha jioni kutoka jumia,"['naweza', 'kuagiza', 'kuchukua', 'chakula', 'cha', 'jioni', 'kutoka', 'jumia']"
60,sw-KE,train,je mama nitilie ukubali kuchukua,"['je', 'mama', 'nitilie', 'ukubali', 'kuchukua']"
61,sw-KE,train,weka kengele ya saa sita mchana,"['weka', 'kengele', 'ya', 'saa', 'sita', 'mchana']"
62,sw-KE,train,weka kengele dakika arobaini kutoka sasa,"['weka', 'kengele', 'dakika', 'arobaini', 'kutoka', 'sasa']"
63,sw-KE,train,weka kengele ya saa mbili kila siku ya wiki,"['weka', 'kengele', 'ya', 'saa', 'mbili', 'kila', 'siku', 'ya', 'wiki']"
64,sw-KE,train,je mvua inanyesha,"['je', 'mvua', 'inanyesha']"
65,sw-KE,train,je mvua itanyesha,"['je', 'mvua', 'itanyesha']"
66,sw-KE,train,kuna theluji sasa,"['kuna', 'theluji', 'sasa']"
67,sw-KE,train,wiki hii hali ya hewa ikoje,"['wiki', 'hii', 'hali', 'ya', 'hewa', 'ikoje']"
68,sw-KE,train,niambie habari za k. b. c.,"['niambie', 'habari', 'za', 'k.', 'b.', 'c.']"
69,sw-KE,train,kuna habari gani kwenye b. b. c. news,"['kuna', 'habari', 'gani', 'kwenye', 'b.', 'b.', 'c.', 'news']"
70,sw-KE,train,ni habari zipi za k. b. c. za karibuni,"['ni', 'habari', 'zipi', 'za', 'k.', 'b.', 'c.', 'za', 'karibuni']"
71,sw-KE,train,cheza wimbo mimi nina penda,"['cheza', 'wimbo', 'mimi', 'nina', 'penda']"
72,sw-KE,train,cheza sailors,"['cheza', 'sailors']"
73,sw-KE,train,kuweka juu ya baadhi ya baridi,"['kuweka', 'juu', 'ya', 'baadhi', 'ya', 'baridi']"
74,sw-KE,train,changanya hii orodha ya kucheza,"['changanya', 'hii', 'orodha', 'ya', 'kucheza']"
75,sw-KE,train,nini inacheza,"['nini', 'inacheza']"
76,sw-KE,train,huu ni muziki upi,"['huu', 'ni', 'muziki', 'upi']"
77,sw-KE,train,niambie msanii wa huu wimbo,"['niambie', 'msanii', 'wa', 'huu', 'wimbo']"
78,sw-KE,train,nichekeshe,['nichekeshe']
79,sw-KE,train,olly nichekeshe,"['olly', 'nichekeshe']"
80,sw-KE,train,niambie utani mzuri,"['niambie', 'utani', 'mzuri']"
81,sw-KE,train,niambia utani,"['niambia', 'utani']"
82,sw-KE,train,alexa niambie mzaha,"['alexa', 'niambie', 'mzaha']"
83,sw-KE,train,nifurahishe,['nifurahishe']
84,sw-KE,train,niambie kuhusu leo,"['niambie', 'kuhusu', 'leo']"
85,sw-KE,train,agiza piza,"['agiza', 'piza']"
86,sw-KE,train,niagizie pilau kutoka jumia,"['niagizie', 'pilau', 'kutoka', 'jumia']"
87,sw-KE,train,ni lini agizo langu inawasili,"['ni', 'lini', 'agizo', 'langu', 'inawasili']"
88,sw-KE,train,muda gani hadi kuchukua kwangu,"['muda', 'gani', 'hadi', 'kuchukua', 'kwangu']"
89,sw-KE,train,hali ya domino's ya kuwasilisha,"['hali', 'ya', ""domino's"", 'ya', 'kuwasilisha']"
90,sw-KE,train,nini inacheza,"['nini', 'inacheza']"
91,sw-KE,train,niambie jina la wimbo huu,"['niambie', 'jina', 'la', 'wimbo', 'huu']"
92,sw-KE,train,cheza jazi yangu kwa orodha ya kucheza muziki,"['cheza', 'jazi', 'yangu', 'kwa', 'orodha', 'ya', 'kucheza', 'muziki']"
93,sw-KE,train,anza orodha ya kucheza yangu ya jazi,"['anza', 'orodha', 'ya', 'kucheza', 'yangu', 'ya', 'jazi']"
94,sw-KE,train,cheza orodha yangu ya kucheza ninayopendelea,"['cheza', 'orodha', 'yangu', 'ya', 'kucheza', 'ninayopendelea']"
95,sw-KE,train,huo ni wimbo mzuri,"['huo', 'ni', 'wimbo', 'mzuri']"
96,sw-KE,train,siipendi,['siipendi']
97,sw-KE,train,naipenda,['naipenda']
98,sw-KE,train,mimi napenda jazz,"['mimi', 'napenda', 'jazz']"
99,sw-KE,train,unaweza kucheza baadhi ya lingala,"['unaweza', 'kucheza', 'baadhi', 'ya', 'lingala']"
100,sw-KE,train,wimbo huu ulikuwa mzuri sana,"['wimbo', 'huu', 'ulikuwa', 'mzuri', 'sana']"
101,sw-KE,train,badilisha tambo,"['badilisha', 'tambo']"
102,sw-KE,train,changanya,['changanya']
103,sw-KE,train,mipangilio ya kuhifadhi,"['mipangilio', 'ya', 'kuhifadhi']"
104,sw-KE,train,weka mwangaza iwe asilimia hamsini,"['weka', 'mwangaza', 'iwe', 'asilimia', 'hamsini']"
105,sw-KE,train,punguza kiwango cha mwangaza,"['punguza', 'kiwango', 'cha', 'mwangaza']"
106,sw-KE,train,punguza mwangaza,"['punguza', 'mwangaza']"
107,sw-KE,train,punguza ung'avu,"['punguza', ""ung'avu""]"
108,sw-KE,train,punguza mwangaza wa taa,"['punguza', 'mwangaza', 'wa', 'taa']"
109,sw-KE,train,olly punguza mwangaza wa taa,"['olly', 'punguza', 'mwangaza', 'wa', 'taa']"
110,sw-KE,train,nitengenzee kahawa,"['nitengenzee', 'kahawa']"
111,sw-KE,train,olly nitengenezee kahawa,"['olly', 'nitengenezee', 'kahawa']"
112,sw-KE,train,nahitaji kahawa,"['nahitaji', 'kahawa']"
113,sw-KE,train,napenda kahawa sasa,"['napenda', 'kahawa', 'sasa']"
114,sw-KE,train,habari yako,"['habari', 'yako']"
115,sw-KE,train,weka kengele saa nne asubuhi,"['weka', 'kengele', 'saa', 'nne', 'asubuhi']"
116,sw-KE,train,niambie habari za hivi punde za teknolojia,"['niambie', 'habari', 'za', 'hivi', 'punde', 'za', 'teknolojia']"
117,sw-KE,train,niambie habari za hivi punde za teknolojia,"['niambie', 'habari', 'za', 'hivi', 'punde', 'za', 'teknolojia']"
118,sw-KE,train,niambie hali ya hewa,"['niambie', 'hali', 'ya', 'hewa']"
119,sw-KE,train,hali ya hewa iko aje sasa,"['hali', 'ya', 'hewa', 'iko', 'aje', 'sasa']"
120,sw-KE,train,je mvua inanyesha sahizi,"['je', 'mvua', 'inanyesha', 'sahizi']"
121,sw-KE,train,washa orodha ya kucheza yangu ya lava lava,"['washa', 'orodha', 'ya', 'kucheza', 'yangu', 'ya', 'lava', 'lava']"
122,sw-KE,train,nichezee michael jackson kwenye orodha yangu,"['nichezee', 'michael', 'jackson', 'kwenye', 'orodha', 'yangu']"
123,sw-KE,train,cheza wimbo wa mwisho kutoka kwa orodha ya kucheza ninayopenda,"['cheza', 'wimbo', 'wa', 'mwisho', 'kutoka', 'kwa', 'orodha', 'ya', 'kucheza', 'ninayopenda']"
124,sw-KE,train,ongeza sauti,"['ongeza', 'sauti']"
125,sw-KE,train,washa plagi,"['washa', 'plagi']"
126,sw-KE,train,washa plagi,"['washa', 'plagi']"
127,sw-KE,train,washa plagi yangu,"['washa', 'plagi', 'yangu']"
128,sw-KE,train,niambie baadhi ya mzaha,"['niambie', 'baadhi', 'ya', 'mzaha']"
129,sw-KE,train,unajua mzaha wowote,"['unajua', 'mzaha', 'wowote']"
130,sw-KE,train,ni saa ngapi,"['ni', 'saa', 'ngapi']"
131,sw-KE,train,niambie saa,"['niambie', 'saa']"
132,sw-KE,train,je java inauza chakula cha kubeba,"['je', 'java', 'inauza', 'chakula', 'cha', 'kubeba']"
133,sw-KE,train,mahali pa piza ninayoipenda hufanya huduma ya kubebewa,"['mahali', 'pa', 'piza', 'ninayoipenda', 'hufanya', 'huduma', 'ya', 'kubebewa']"
134,sw-KE,train,naweza kuagiza kuchukua kutoka swahili restaurant,"['naweza', 'kuagiza', 'kuchukua', 'kutoka', 'swahili', 'restaurant']"
135,sw-KE,train,toa kengele,"['toa', 'kengele']"
136,sw-KE,train,nionyeshe kengele nilizoweka,"['nionyeshe', 'kengele', 'nilizoweka']"
137,sw-KE,train,nikona kengele yoyote imewekwa,"['nikona', 'kengele', 'yoyote', 'imewekwa']"
138,sw-KE,train,onyesha kengele,"['onyesha', 'kengele']"
139,sw-KE,train,hali ya hewa ikoje huko beijing,"['hali', 'ya', 'hewa', 'ikoje', 'huko', 'beijing']"
140,sw-KE,train,niambie hali ya hewa ya mombasa,"['niambie', 'hali', 'ya', 'hewa', 'ya', 'mombasa']"
141,sw-KE,train,tafadhali fanya taa inayopendeza kwa kusoma,"['tafadhali', 'fanya', 'taa', 'inayopendeza', 'kwa', 'kusoma']"
142,sw-KE,train,tafadhali fanya taa za kutazama vizuri ziwe za kirafiki,"['tafadhali', 'fanya', 'taa', 'za', 'kutazama', 'vizuri', 'ziwe', 'za', 'kirafiki']"
143,sw-KE,train,fanya chumba kuangaa zaidi,"['fanya', 'chumba', 'kuangaa', 'zaidi']"
144,sw-KE,train,na mwanga ulianza,"['na', 'mwanga', 'ulianza']"
145,sw-KE,train,ni nini tarehe ya leo,"['ni', 'nini', 'tarehe', 'ya', 'leo']"
146,sw-KE,train,leo ni siku gani,"['leo', 'ni', 'siku', 'gani']"
147,sw-KE,train,niambie tarehe,"['niambie', 'tarehe']"
148,sw-KE,train,inanyesha nje ya mombasa,"['inanyesha', 'nje', 'ya', 'mombasa']"
149,sw-KE,train,badilisha taa ziwe kijani,"['badilisha', 'taa', 'ziwe', 'kijani']"
150,sw-KE,train,ongeza wimbo huu kwa nyimbo nizipendazo,"['ongeza', 'wimbo', 'huu', 'kwa', 'nyimbo', 'nizipendazo']"
151,sw-KE,train,huu ni wimbo upi,"['huu', 'ni', 'wimbo', 'upi']"
152,sw-KE,train,olly zima taa,"['olly', 'zima', 'taa']"
153,sw-KE,train,taa zima,"['taa', 'zima']"
154,sw-KE,train,safisha sakafu tafadhali,"['safisha', 'sakafu', 'tafadhali']"
155,sw-KE,train,washa tundu la jiko la wali,"['washa', 'tundu', 'la', 'jiko', 'la', 'wali']"
156,sw-KE,train,zima soketi ya jiko la mchele,"['zima', 'soketi', 'ya', 'jiko', 'la', 'mchele']"
157,sw-KE,train,tafadhali unaweza nisaidia kutaratibu kaukau kutoka jumia,"['tafadhali', 'unaweza', 'nisaidia', 'kutaratibu', 'kaukau', 'kutoka', 'jumia']"
158,sw-KE,train,weka kengele ya saa kumi mchana,"['weka', 'kengele', 'ya', 'saa', 'kumi', 'mchana']"
159,sw-KE,train,olly nijulishe saa tisa alasiri kwenda kwa tamasha,"['olly', 'nijulishe', 'saa', 'tisa', 'alasiri', 'kwenda', 'kwa', 'tamasha']"
160,sw-KE,train,niarifu saa tisa jioni niende tamasha,"['niarifu', 'saa', 'tisa', 'jioni', 'niende', 'tamasha']"
161,sw-KE,train,nikona kengele imewekwa ya asubuhi ya safari ya ndege,"['nikona', 'kengele', 'imewekwa', 'ya', 'asubuhi', 'ya', 'safari', 'ya', 'ndege']"
162,sw-KE,train,kuna kengele zozote,"['kuna', 'kengele', 'zozote']"
163,sw-KE,train,kunanyesha nairobi,"['kunanyesha', 'nairobi']"
164,sw-KE,train,je itanyesha leo,"['je', 'itanyesha', 'leo']"
165,sw-KE,train,nini kinaendelea nje,"['nini', 'kinaendelea', 'nje']"
166,sw-KE,train,nini kinaendelea duniani,"['nini', 'kinaendelea', 'duniani']"
167,sw-KE,train,nini inaendelea nairobi,"['nini', 'inaendelea', 'nairobi']"
168,sw-KE,train,nionyeshe baadhi ya habari kutoka k. b. c.,"['nionyeshe', 'baadhi', 'ya', 'habari', 'kutoka', 'k.', 'b.', 'c.']"
169,sw-KE,train,olly nionyeshe baadhi ya habari kutoka k. b. c.,"['olly', 'nionyeshe', 'baadhi', 'ya', 'habari', 'kutoka', 'k.', 'b.', 'c.']"
170,sw-KE,train,cheza habari za c. n. n.,"['cheza', 'habari', 'za', 'c.', 'n.', 'n.']"
171,sw-KE,train,oly ebru news,"['oly', 'ebru', 'news']"
172,sw-KE,train,nichezee hiphop,"['nichezee', 'hiphop']"
173,sw-KE,train,chuma kifo sasa,"['chuma', 'kifo', 'sasa']"
174,sw-KE,train,olly ni muziki gani mimi huskiza baada ya kazi,"['olly', 'ni', 'muziki', 'gani', 'mimi', 'huskiza', 'baada', 'ya', 'kazi']"
175,sw-KE,train,olly cheza wimbo yangu ninayoipenda kwa pianist,"['olly', 'cheza', 'wimbo', 'yangu', 'ninayoipenda', 'kwa', 'pianist']"
176,sw-KE,train,unaongea kwa sauti ya juu sana,"['unaongea', 'kwa', 'sauti', 'ya', 'juu', 'sana']"
177,sw-KE,train,sikusikii kabisa olly,"['sikusikii', 'kabisa', 'olly']"
178,sw-KE,train,badilisha taa kuwa ya bluu,"['badilisha', 'taa', 'kuwa', 'ya', 'bluu']"
179,sw-KE,train,fanya taa ziwake bluu,"['fanya', 'taa', 'ziwake', 'bluu']"
180,sw-KE,train,usiku mwema zimezimwa zima taa,"['usiku', 'mwema', 'zimezimwa', 'zima', 'taa']"
181,sw-KE,train,ni giza sana hapa,"['ni', 'giza', 'sana', 'hapa']"
182,sw-KE,train,fanya taa zing'ae zaidi,"['fanya', 'taa', ""zing'ae"", 'zaidi']"
183,sw-KE,train,olly ni giza sana siwezi hata kuona mikono yangu,"['olly', 'ni', 'giza', 'sana', 'siwezi', 'hata', 'kuona', 'mikono', 'yangu']"
184,sw-KE,train,saa ngapi,"['saa', 'ngapi']"
185,sw-KE,train,wimbo ni mgani,"['wimbo', 'ni', 'mgani']"
186,sw-KE,train,olly wimbo huo ni upi,"['olly', 'wimbo', 'huo', 'ni', 'upi']"
187,sw-KE,train,nini maana ya mwimbaji kwa jina la wimbo nakupenda malaika,"['nini', 'maana', 'ya', 'mwimbaji', 'kwa', 'jina', 'la', 'wimbo', 'nakupenda', 'malaika']"
188,sw-KE,train,nani aliimba wimbo one more cup of coffee,"['nani', 'aliimba', 'wimbo', 'one', 'more', 'cup', 'of', 'coffee']"
189,sw-KE,train,hali ya hewa huko paris iko aje,"['hali', 'ya', 'hewa', 'huko', 'paris', 'iko', 'aje']"
190,sw-KE,train,hali ya hewa iko aje huko toronto,"['hali', 'ya', 'hewa', 'iko', 'aje', 'huko', 'toronto']"
191,sw-KE,train,je ni hali gani ya sasa ya mazungumzo ya brexit,"['je', 'ni', 'hali', 'gani', 'ya', 'sasa', 'ya', 'mazungumzo', 'ya', 'brexit']"
192,sw-KE,train,ni nani atashinda uchaguzi ujao ufaransa,"['ni', 'nani', 'atashinda', 'uchaguzi', 'ujao', 'ufaransa']"
193,sw-KE,train,je unatarajia kutakuwa na jua jumapili,"['je', 'unatarajia', 'kutakuwa', 'na', 'jua', 'jumapili']"
194,sw-KE,train,ita nyesha jioni,"['ita', 'nyesha', 'jioni']"
195,sw-KE,train,kesho kutakuwa na upepo,"['kesho', 'kutakuwa', 'na', 'upepo']"
196,sw-KE,train,kuangaza taa karibu na sofa,"['kuangaza', 'taa', 'karibu', 'na', 'sofa']"
197,sw-KE,train,ongeza mwangaza,"['ongeza', 'mwangaza']"
198,sw-KE,train,ni saa ngapi huko moscow sasa hivi,"['ni', 'saa', 'ngapi', 'huko', 'moscow', 'sasa', 'hivi']"
199,sw-KE,train,safisha jikoni,"['safisha', 'jikoni']"
200,sw-KE,train,nini kinaendelea duniani,"['nini', 'kinaendelea', 'duniani']"
201,sw-KE,train,niambie habari,"['niambie', 'habari']"
202,sw-KE,train,nini utabiri wa leo,"['nini', 'utabiri', 'wa', 'leo']"
203,sw-KE,train,hali ya hewa iko aje,"['hali', 'ya', 'hewa', 'iko', 'aje']"
204,sw-KE,train,hey unafanya nini,"['hey', 'unafanya', 'nini']"
205,sw-KE,train,unaendeleaje,['unaendeleaje']
206,sw-KE,train,habari ya asubuhi kuna nini,"['habari', 'ya', 'asubuhi', 'kuna', 'nini']"
207,sw-KE,train,agiza biriani kutoka pizza inn,"['agiza', 'biriani', 'kutoka', 'pizza', 'inn']"
208,sw-KE,train,ningependa kula sushi unaweza kuniagiza chakula cha mchana,"['ningependa', 'kula', 'sushi', 'unaweza', 'kuniagiza', 'chakula', 'cha', 'mchana']"
209,sw-KE,train,aleza ningependa kuwa na samaki wa kupaka unaweza niagizia chamcha,"['aleza', 'ningependa', 'kuwa', 'na', 'samaki', 'wa', 'kupaka', 'unaweza', 'niagizia', 'chamcha']"
210,sw-KE,train,agiza supu na sandwich ya kuchukua kuenda nayo kutoka moriah chicken grill,"['agiza', 'supu', 'na', 'sandwich', 'ya', 'kuchukua', 'kuenda', 'nayo', 'kutoka', 'moriah', 'chicken', 'grill']"
211,sw-KE,train,zimesalia siku ngapi mwaka huu,"['zimesalia', 'siku', 'ngapi', 'mwaka', 'huu']"
212,sw-KE,train,ongeza mwangaza kwa asilimia ishirini,"['ongeza', 'mwangaza', 'kwa', 'asilimia', 'ishirini']"
213,sw-KE,train,weka taa kwa nguvu kamili,"['weka', 'taa', 'kwa', 'nguvu', 'kamili']"
214,sw-KE,train,nyamazisha,['nyamazisha']
215,sw-KE,train,nibebe mwavuli kesho,"['nibebe', 'mwavuli', 'kesho']"
216,sw-KE,train,washa chaja mahiri,"['washa', 'chaja', 'mahiri']"
217,sw-KE,train,niambie habari ya teknolojia kutoka daily nation,"['niambie', 'habari', 'ya', 'teknolojia', 'kutoka', 'daily', 'nation']"
218,sw-KE,train,furaha,['furaha']
219,sw-KE,train,jioni,['jioni']
220,sw-KE,train,jumapili,['jumapili']
221,sw-KE,train,punguza sauti kiasi,"['punguza', 'sauti', 'kiasi']"
222,sw-KE,train,kimya,['kimya']
223,sw-KE,train,natamani kujuwa hali ya hewa ya mombasa,"['natamani', 'kujuwa', 'hali', 'ya', 'hewa', 'ya', 'mombasa']"
224,sw-KE,train,kuna theluji huko california,"['kuna', 'theluji', 'huko', 'california']"
225,sw-KE,train,yo ninahitaji kahawa sasa,"['yo', 'ninahitaji', 'kahawa', 'sasa']"
226,sw-KE,train,nilimsaidia maskini leo olly,"['nilimsaidia', 'maskini', 'leo', 'olly']"
227,sw-KE,train,washa mashine ya kahawa,"['washa', 'mashine', 'ya', 'kahawa']"
228,sw-KE,train,pata kikombe cha kahawa tayari sasa,"['pata', 'kikombe', 'cha', 'kahawa', 'tayari', 'sasa']"
229,sw-KE,train,hali ya hewa itakuwa aje kesho,"['hali', 'ya', 'hewa', 'itakuwa', 'aje', 'kesho']"
230,sw-KE,train,utabiri wa hali ya hewa ya kesho ni,"['utabiri', 'wa', 'hali', 'ya', 'hewa', 'ya', 'kesho', 'ni']"
231,sw-KE,train,kutakuwa na theluji kesho,"['kutakuwa', 'na', 'theluji', 'kesho']"
232,sw-KE,train,angalia kama unaweza kuagiza chakula cha kubeba kutoka mkahawa huo,"['angalia', 'kama', 'unaweza', 'kuagiza', 'chakula', 'cha', 'kubeba', 'kutoka', 'mkahawa', 'huo']"
233,sw-KE,train,tafuta hoteli unaofanya takeaway,"['tafuta', 'hoteli', 'unaofanya', 'takeaway']"
234,sw-KE,train,kunayo menyu ya kubeba kwa mkahawa,"['kunayo', 'menyu', 'ya', 'kubeba', 'kwa', 'mkahawa']"
235,sw-KE,train,machi tarehe ishirini na tisa inakuja siku gani,"['machi', 'tarehe', 'ishirini', 'na', 'tisa', 'inakuja', 'siku', 'gani']"
236,sw-KE,train,kengele yangu ijayo ni gani,"['kengele', 'yangu', 'ijayo', 'ni', 'gani']"
237,sw-KE,train,tafadhali niambie kengele zangu,"['tafadhali', 'niambie', 'kengele', 'zangu']"
238,sw-KE,train,kengele yangu italia saa ngapi leo,"['kengele', 'yangu', 'italia', 'saa', 'ngapi', 'leo']"
239,sw-KE,train,unaweza kuniambia saa,"['unaweza', 'kuniambia', 'saa']"
240,sw-KE,train,cheza wimbo wa nane kwenye muziki ya google play,"['cheza', 'wimbo', 'wa', 'nane', 'kwenye', 'muziki', 'ya', 'google', 'play']"
241,sw-KE,train,kucheza wimbo yangu nakupenda malaika kwenye orodha ya kucheza,"['kucheza', 'wimbo', 'yangu', 'nakupenda', 'malaika', 'kwenye', 'orodha', 'ya', 'kucheza']"
242,sw-KE,train,ni tarehe ngapi sasa,"['ni', 'tarehe', 'ngapi', 'sasa']"
243,sw-KE,train,nini kinaendelea kwenye habari,"['nini', 'kinaendelea', 'kwenye', 'habari']"
244,sw-KE,train,nataka taa izimwe unaweza kunifanyia,"['nataka', 'taa', 'izimwe', 'unaweza', 'kunifanyia']"
