,locale,partition,utt,tokens
161,pl-PL,train,czy mam ustawiony alarm na poranny lot,"['czy', 'mam', 'ustawiony', 'alarm', 'na', 'poranny', 'lot']"
162,pl-PL,train,czy są jakieś alarmy,"['czy', 'są', 'jakieś', 'alarmy']"
163,pl-PL,train,czy pada w lublinie,"['czy', 'pada', 'w', 'lublinie']"
164,pl-PL,train,czy będzie dzisiaj deszcz,"['czy', 'będzie', 'dzisiaj', 'deszcz']"
165,pl-PL,train,co się dzieje na zewnątrz,"['co', 'się', 'dzieje', 'na', 'zewnątrz']"
166,pl-PL,train,co się dzieje na świecie,"['co', 'się', 'dzieje', 'na', 'świecie']"
167,pl-PL,train,co się dzieje w toruniu,"['co', 'się', 'dzieje', 'w', 'toruniu']"
168,pl-PL,train,pokaż mi informacje z tvn dwadzieścia cztery,"['pokaż', 'mi', 'informacje', 'z', 'tvn', 'dwadzieścia', 'cztery']"
169,pl-PL,train,olly pokaż mi jakieś wiadomości z tvn,"['olly', 'pokaż', 'mi', 'jakieś', 'wiadomości', 'z', 'tvn']"
170,pl-PL,train,odtwórz wiadomości tvn dwadzieścia cztery,"['odtwórz', 'wiadomości', 'tvn', 'dwadzieścia', 'cztery']"
171,pl-PL,train,olly onet,"['olly', 'onet']"
172,pl-PL,train,zagraj jakiś hiphop,"['zagraj', 'jakiś', 'hiphop']"
173,pl-PL,train,teraz graj metal,"['teraz', 'graj', 'metal']"
174,pl-PL,train,olly jakiej muzyki zazwyczaj lubię słuchać po pracy,"['olly', 'jakiej', 'muzyki', 'zazwyczaj', 'lubię', 'słuchać', 'po', 'pracy']"
175,pl-PL,train,olly zagraj muzykę mojego ulubionego pianisty,"['olly', 'zagraj', 'muzykę', 'mojego', 'ulubionego', 'pianisty']"
176,pl-PL,train,jesteś za głośno,"['jesteś', 'za', 'głośno']"
177,pl-PL,train,ledwo cię słyszę olly,"['ledwo', 'cię', 'słyszę', 'olly']"
178,pl-PL,train,przełącz światła na niebieskie,"['przełącz', 'światła', 'na', 'niebieskie']"
179,pl-PL,train,nastaw światło na świecące niebieskie,"['nastaw', 'światło', 'na', 'świecące', 'niebieskie']"
180,pl-PL,train,olly dobranoc wyłącz światła,"['olly', 'dobranoc', 'wyłącz', 'światła']"
181,pl-PL,train,jest tu strasznie ciemno,"['jest', 'tu', 'strasznie', 'ciemno']"
182,pl-PL,train,zwiększ jasność świateł,"['zwiększ', 'jasność', 'świateł']"
183,pl-PL,train,olly jest za ciemno nie widzę nawet swoich rąk,"['olly', 'jest', 'za', 'ciemno', 'nie', 'widzę', 'nawet', 'swoich', 'rąk']"
184,pl-PL,train,która jest godzina,"['która', 'jest', 'godzina']"
185,pl-PL,train,co za utwór,"['co', 'za', 'utwór']"
186,pl-PL,train,olly co to za piosenka,"['olly', 'co', 'to', 'za', 'piosenka']"
187,pl-PL,train,co piosenkarz miał na myśli nadając tytuł bohemian rhapsody,"['co', 'piosenkarz', 'miał', 'na', 'myśli', 'nadając', 'tytuł', 'bohemian', 'rhapsody']"
188,pl-PL,train,kto przerobił piosenkę ale jazz,"['kto', 'przerobił', 'piosenkę', 'ale', 'jazz']"
189,pl-PL,train,jaka jest pogoda w paryżu,"['jaka', 'jest', 'pogoda', 'w', 'paryżu']"
190,pl-PL,train,jaka jest pogoda w gdyni,"['jaka', 'jest', 'pogoda', 'w', 'gdyni']"
191,pl-PL,train,jaki jest stan negocjacji brexitowych,"['jaki', 'jest', 'stan', 'negocjacji', 'brexitowych']"
192,pl-PL,train,kto wygra następne wybory we francji,"['kto', 'wygra', 'następne', 'wybory', 'we', 'francji']"
193,pl-PL,train,czy spodziewasz się słońca w niedzielę,"['czy', 'spodziewasz', 'się', 'słońca', 'w', 'niedzielę']"
194,pl-PL,train,czy będzie padać wieczorem,"['czy', 'będzie', 'padać', 'wieczorem']"
195,pl-PL,train,czy jutro będzie wietrznie,"['czy', 'jutro', 'będzie', 'wietrznie']"
196,pl-PL,train,rozjaśnij lampę obok sofy,"['rozjaśnij', 'lampę', 'obok', 'sofy']"
197,pl-PL,train,rozjaśnij światło,"['rozjaśnij', 'światło']"
198,pl-PL,train,która jest teraz godzina w moskwie,"['która', 'jest', 'teraz', 'godzina', 'w', 'moskwie']"
199,pl-PL,train,odkurz kuchnię,"['odkurz', 'kuchnię']"
200,pl-PL,train,co się dzieje na świecie,"['co', 'się', 'dzieje', 'na', 'świecie']"
201,pl-PL,train,podaj mi wiadomości,"['podaj', 'mi', 'wiadomości']"
202,pl-PL,train,jaka jest prognoza na dzisiaj,"['jaka', 'jest', 'prognoza', 'na', 'dzisiaj']"
203,pl-PL,train,jaka jest pogoda,"['jaka', 'jest', 'pogoda']"
204,pl-PL,train,hej co kombinujesz,"['hej', 'co', 'kombinujesz']"
205,pl-PL,train,co słychać,"['co', 'słychać']"
206,pl-PL,train,dzień dobry co słychać,"['dzień', 'dobry', 'co', 'słychać']"
207,pl-PL,train,zamów pizzę z pizza ekspresu,"['zamów', 'pizzę', 'z', 'pizza', 'ekspresu']"
208,pl-PL,train,mam ochotę na sushi możesz mi zamówić lunch,"['mam', 'ochotę', 'na', 'sushi', 'możesz', 'mi', 'zamówić', 'lunch']"
209,pl-PL,train,alexa chciałbym zjeść sushi czy możesz zamówić mi lunch,"['alexa', 'chciałbym', 'zjeść', 'sushi', 'czy', 'możesz', 'zamówić', 'mi', 'lunch']"
210,pl-PL,train,zamów kanapkę i zupę na dowóz z ambarasu,"['zamów', 'kanapkę', 'i', 'zupę', 'na', 'dowóz', 'z', 'ambarasu']"
211,pl-PL,train,ile dni zostało w tym roku,"['ile', 'dni', 'zostało', 'w', 'tym', 'roku']"
212,pl-PL,train,zwiększ jasność o dwadzieścia procent,"['zwiększ', 'jasność', 'o', 'dwadzieścia', 'procent']"
213,pl-PL,train,nastaw światła na moc maksymalną,"['nastaw', 'światła', 'na', 'moc', 'maksymalną']"
214,pl-PL,train,wycisz,['wycisz']
215,pl-PL,train,czy powinnam wziąć jutro parasol,"['czy', 'powinnam', 'wziąć', 'jutro', 'parasol']"
216,pl-PL,train,włącz inteligentną ładowarke,"['włącz', 'inteligentną', 'ładowarke']"
217,pl-PL,train,podaj mi wiadomości technologiczne z onetu,"['podaj', 'mi', 'wiadomości', 'technologiczne', 'z', 'onetu']"
218,pl-PL,train,szczęśliwy,['szczęśliwy']
219,pl-PL,train,wieczorem,['wieczorem']
220,pl-PL,train,niedziela,['niedziela']
221,pl-PL,train,ciszej,['ciszej']
222,pl-PL,train,cisza,['cisza']
223,pl-PL,train,chcę wiedzieć jaka jest pogoda w kołobrzegu,"['chcę', 'wiedzieć', 'jaka', 'jest', 'pogoda', 'w', 'kołobrzegu']"
224,pl-PL,train,czy w łódzkim pada śnieg,"['czy', 'w', 'łódzkim', 'pada', 'śnieg']"
225,pl-PL,train,potrzebuję teraz kawy,"['potrzebuję', 'teraz', 'kawy']"
226,pl-PL,train,pomogłem dzisiaj biednemu potrzebującemu olly,"['pomogłem', 'dzisiaj', 'biednemu', 'potrzebującemu', 'olly']"
227,pl-PL,train,włącz ekspres do kawy,"['włącz', 'ekspres', 'do', 'kawy']"
228,pl-PL,train,przygotuj filiżankę kawy teraz,"['przygotuj', 'filiżankę', 'kawy', 'teraz']"
229,pl-PL,train,jaka będzie jutro pogoda,"['jaka', 'będzie', 'jutro', 'pogoda']"
230,pl-PL,train,jaka jest jutrzejsza prognoza pogody,"['jaka', 'jest', 'jutrzejsza', 'prognoza', 'pogody']"
231,pl-PL,train,czy jutro będzie śnieg,"['czy', 'jutro', 'będzie', 'śnieg']"
232,pl-PL,train,dowiedz się czy ta restauracja realizuje zamówienia na dowóz,"['dowiedz', 'się', 'czy', 'ta', 'restauracja', 'realizuje', 'zamówienia', 'na', 'dowóz']"
233,pl-PL,train,sprawdź czy można wziąć na wynos z tej restauracji,"['sprawdź', 'czy', 'można', 'wziąć', 'na', 'wynos', 'z', 'tej', 'restauracji']"
234,pl-PL,train,czy w restauracji jest menu na wynos,"['czy', 'w', 'restauracji', 'jest', 'menu', 'na', 'wynos']"
235,pl-PL,train,którego wypada dwudziesty dziewiąty marzec,"['którego', 'wypada', 'dwudziesty', 'dziewiąty', 'marzec']"
236,pl-PL,train,o której jest mój następny alarm,"['o', 'której', 'jest', 'mój', 'następny', 'alarm']"
237,pl-PL,train,proszę pokaż mi moje alarmy,"['proszę', 'pokaż', 'mi', 'moje', 'alarmy']"
238,pl-PL,train,na którą godzinę dzisiaj jest nastawiony mój alarm,"['na', 'którą', 'godzinę', 'dzisiaj', 'jest', 'nastawiony', 'mój', 'alarm']"
239,pl-PL,train,czy możesz mi podać godzinę,"['czy', 'możesz', 'mi', 'podać', 'godzinę']"
240,pl-PL,train,graj utwór ósmy z google play music,"['graj', 'utwór', 'ósmy', 'z', 'google', 'play', 'music']"
241,pl-PL,train,włącz losową piosenkę z mojej playlisty,"['włącz', 'losową', 'piosenkę', 'z', 'mojej', 'playlisty']"
242,pl-PL,train,jaka jest aktualna data,"['jaka', 'jest', 'aktualna', 'data']"
243,pl-PL,train,jakie są nowe wiadomości,"['jakie', 'są', 'nowe', 'wiadomości']"
244,pl-PL,train,chcę wyłączyć światła możesz do dla mnie zrobić,"['chcę', 'wyłączyć', 'światła', 'możesz', 'do', 'dla', 'mnie', 'zrobić']"
245,pl-PL,train,powiedz mi czy to o pogodzie jest prawda,"['powiedz', 'mi', 'czy', 'to', 'o', 'pogodzie', 'jest', 'prawda']"
246,pl-PL,train,sprawdż aplikację pogodową czy,"['sprawdż', 'aplikację', 'pogodową', 'czy']"
247,pl-PL,train,można zapisać tę muzykę na mojej playliście,"['można', 'zapisać', 'tę', 'muzykę', 'na', 'mojej', 'playliście']"
248,pl-PL,train,co powiesz żeby zapisać tą muzykę,"['co', 'powiesz', 'żeby', 'zapisać', 'tą', 'muzykę']"
249,pl-PL,train,proszę graj ale jazz sanah,"['proszę', 'graj', 'ale', 'jazz', 'sanah']"
250,pl-PL,train,proszę otwórz moją aplikację muzyczną i zagraj games autorstwa disturbed,"['proszę', 'otwórz', 'moją', 'aplikację', 'muzyczną', 'i', 'zagraj', 'games', 'autorstwa', 'disturbed']"
