,locale,partition,utt,tokens
51,af-ZA,train,die lied wat jy speel is wonderlik,"['die', 'lied', 'wat', 'jy', 'speel', 'is', 'wonderlik']"
52,af-ZA,train,dit is een van die beste liedjies vir my,"['dit', 'is', 'een', 'van', 'die', 'beste', 'liedjies', 'vir', 'my']"
53,af-ZA,train,maak ligte helderder,"['maak', 'ligte', 'helderder']"
54,af-ZA,train,verhoog asseblief die ligte voluit,"['verhoog', 'asseblief', 'die', 'ligte', 'voluit']"
55,af-ZA,train,het skakel die stofsuier robot aan,"['het', 'skakel', 'die', 'stofsuier', 'robot', 'aan']"
56,af-ZA,train,skakel die skoonmaker robot aan,"['skakel', 'die', 'skoonmaker', 'robot', 'aan']"
57,af-ZA,train,bestel asseblief soesji vir aandete,"['bestel', 'asseblief', 'soesji', 'vir', 'aandete']"
58,af-ZA,train,haai ek wil hê jy moet 'n burger bestel,"['haai', 'ek', 'wil', 'hê', 'jy', 'moet', ""'n"", 'burger', 'bestel']"
59,af-ZA,train,kan ek wegneem aandete bestel van romans,"['kan', 'ek', 'wegneem', 'aandete', 'bestel', 'van', 'romans']"
60,af-ZA,train,doen biesmiellah wegneem etes,"['doen', 'biesmiellah', 'wegneem', 'etes']"
61,af-ZA,train,stel 'n wekker vir twaalf,"['stel', ""'n"", 'wekker', 'vir', 'twaalf']"
62,af-ZA,train,stel 'n alarm veertig minute van nou af,"['stel', ""'n"", 'alarm', 'veertig', 'minute', 'van', 'nou', 'af']"
63,af-ZA,train,stel alarm vir agtuur elke weeksdag,"['stel', 'alarm', 'vir', 'agtuur', 'elke', 'weeksdag']"
64,af-ZA,train,reën dit,"['reën', 'dit']"
65,af-ZA,train,gaan dit reën,"['gaan', 'dit', 'reën']"
66,af-ZA,train,sneeu dit tans,"['sneeu', 'dit', 'tans']"
67,af-ZA,train,wat is die week se weer,"['wat', 'is', 'die', 'week', 'se', 'weer']"
68,af-ZA,train,vertel my b. b. c. nuus,"['vertel', 'my', 'b.', 'b.', 'c.', 'nuus']"
69,af-ZA,train,wat is die nuss op b. b. c. nuus,"['wat', 'is', 'die', 'nuss', 'op', 'b.', 'b.', 'c.', 'nuus']"
70,af-ZA,train,wat is e nuus se nuutste nuus,"['wat', 'is', 'e', 'nuus', 'se', 'nuutste', 'nuus']"
71,af-ZA,train,speel 'n liedjie waarvan ek hou,"['speel', ""'n"", 'liedjie', 'waarvan', 'ek', 'hou']"
72,af-ZA,train,speel daft punk,"['speel', 'daft', 'punk']"
73,af-ZA,train,sit aan 'n bietjie coldplay,"['sit', 'aan', ""'n"", 'bietjie', 'coldplay']"
74,af-ZA,train,skommel hierdie speellys,"['skommel', 'hierdie', 'speellys']"
75,af-ZA,train,wat speel nou,"['wat', 'speel', 'nou']"
76,af-ZA,train,watter musiek is hierdie,"['watter', 'musiek', 'is', 'hierdie']"
77,af-ZA,train,sê my die kunstenaar van die song,"['sê', 'my', 'die', 'kunstenaar', 'van', 'die', 'song']"
78,af-ZA,train,maak my lag,"['maak', 'my', 'lag']"
79,af-ZA,train,janneman laat my lag,"['janneman', 'laat', 'my', 'lag']"
80,af-ZA,train,vertel my n goeie grappie,"['vertel', 'my', 'n', 'goeie', 'grappie']"
81,af-ZA,train,vertel my 'n grap,"['vertel', 'my', ""'n"", 'grap']"
82,af-ZA,train,alexa vertel vir my n grappie,"['alexa', 'vertel', 'vir', 'my', 'n', 'grappie']"
83,af-ZA,train,kikker my op,"['kikker', 'my', 'op']"
84,af-ZA,train,vertel my van vandag,"['vertel', 'my', 'van', 'vandag']"
85,af-ZA,train,bestel 'n pizza,"['bestel', ""'n"", 'pizza']"
86,af-ZA,train,bestel vir my 'n boerie rolletjie van bo-kaap kombuis,"['bestel', 'vir', 'my', ""'n"", 'boerie', 'rolletjie', 'van', 'bo-kaap', 'kombuis']"
87,af-ZA,train,wanneer kom my bestelling,"['wanneer', 'kom', 'my', 'bestelling']"
88,af-ZA,train,hoe lank nog vir my wegneem ete,"['hoe', 'lank', 'nog', 'vir', 'my', 'wegneem', 'ete']"
89,af-ZA,train,domino's aflewering status,"[""domino's"", 'aflewering', 'status']"
90,af-ZA,train,wat speel nou,"['wat', 'speel', 'nou']"
91,af-ZA,train,sê vir my die liedjie se naam,"['sê', 'vir', 'my', 'die', 'liedjie', 'se', 'naam']"
92,af-ZA,train,speel my jazz speel lys,"['speel', 'my', 'jazz', 'speel', 'lys']"
93,af-ZA,train,begin my jazz speellys,"['begin', 'my', 'jazz', 'speellys']"
94,af-ZA,train,speel my gunsteling speellys,"['speel', 'my', 'gunsteling', 'speellys']"
95,af-ZA,train,dit is a goeie lied,"['dit', 'is', 'a', 'goeie', 'lied']"
96,af-ZA,train,ek hou nie daarvan nie,"['ek', 'hou', 'nie', 'daarvan', 'nie']"
97,af-ZA,train,ek hou daarvan,"['ek', 'hou', 'daarvan']"
98,af-ZA,train,ek hou van jazz,"['ek', 'hou', 'van', 'jazz']"
99,af-ZA,train,kan jy bietjie jazz speel,"['kan', 'jy', 'bietjie', 'jazz', 'speel']"
100,af-ZA,train,die liedjie was baie goed,"['die', 'liedjie', 'was', 'baie', 'goed']"
101,af-ZA,train,verander die volume,"['verander', 'die', 'volume']"
102,af-ZA,train,skakel aan skommel,"['skakel', 'aan', 'skommel']"
103,af-ZA,train,stoor verstellings,"['stoor', 'verstellings']"
104,af-ZA,train,stel helderheid op vyftig persent,"['stel', 'helderheid', 'op', 'vyftig', 'persent']"
105,af-ZA,train,verminder die helderheid,"['verminder', 'die', 'helderheid']"
106,af-ZA,train,verminder die helderheid,"['verminder', 'die', 'helderheid']"
107,af-ZA,train,verminder helderheid,"['verminder', 'helderheid']"
108,af-ZA,train,verdoof die ligte,"['verdoof', 'die', 'ligte']"
109,af-ZA,train,olly verdof die ligte,"['olly', 'verdof', 'die', 'ligte']"
110,af-ZA,train,maak vir my koffie,"['maak', 'vir', 'my', 'koffie']"
111,af-ZA,train,olly maak vir my 'n koppie koffie,"['olly', 'maak', 'vir', 'my', ""'n"", 'koppie', 'koffie']"
112,af-ZA,train,ek het koffie nodig,"['ek', 'het', 'koffie', 'nodig']"
113,af-ZA,train,ek lus vir 'n bietjie koffie nou,"['ek', 'lus', 'vir', ""'n"", 'bietjie', 'koffie', 'nou']"
114,af-ZA,train,hoe gaan dit met jou,"['hoe', 'gaan', 'dit', 'met', 'jou']"
115,af-ZA,train,stel alarm om tien v. m.,"['stel', 'alarm', 'om', 'tien', 'v.', 'm.']"
116,af-ZA,train,vertel vir my die nuutste tegnologie nuus,"['vertel', 'vir', 'my', 'die', 'nuutste', 'tegnologie', 'nuus']"
117,af-ZA,train,vertel my die nuutste tegnologie nuus,"['vertel', 'my', 'die', 'nuutste', 'tegnologie', 'nuus']"
118,af-ZA,train,vertel vir my die weer,"['vertel', 'vir', 'my', 'die', 'weer']"
119,af-ZA,train,wat is die weer nou,"['wat', 'is', 'die', 'weer', 'nou']"
120,af-ZA,train,reën dit nou,"['reën', 'dit', 'nou']"
121,af-ZA,train,skakel my michael jackson speellys aan,"['skakel', 'my', 'michael', 'jackson', 'speellys', 'aan']"
122,af-ZA,train,speel michael jackson van my speellys,"['speel', 'michael', 'jackson', 'van', 'my', 'speellys']"
123,af-ZA,train,speel toe vind ek jou van my gunsteling speellys,"['speel', 'toe', 'vind', 'ek', 'jou', 'van', 'my', 'gunsteling', 'speellys']"
124,af-ZA,train,draai die volume op,"['draai', 'die', 'volume', 'op']"
125,af-ZA,train,skakel aan die prop,"['skakel', 'aan', 'die', 'prop']"
126,af-ZA,train,skakel aan die prop,"['skakel', 'aan', 'die', 'prop']"
127,af-ZA,train,skakel aan my muurprop,"['skakel', 'aan', 'my', 'muurprop']"
128,af-ZA,train,vertel my 'n grap,"['vertel', 'my', ""'n"", 'grap']"
129,af-ZA,train,ken jy enige grappe,"['ken', 'jy', 'enige', 'grappe']"
130,af-ZA,train,wat is die tyd,"['wat', 'is', 'die', 'tyd']"
131,af-ZA,train,vertel my die tyd,"['vertel', 'my', 'die', 'tyd']"
132,af-ZA,train,doen wawiel wegneemetes,"['doen', 'wawiel', 'wegneemetes']"
133,af-ZA,train,is my gunsteling pizza plek beskikbaar vir wegneemetes,"['is', 'my', 'gunsteling', 'pizza', 'plek', 'beskikbaar', 'vir', 'wegneemetes']"
134,af-ZA,train,kan ek wegneem etes van spaanse plek bestel,"['kan', 'ek', 'wegneem', 'etes', 'van', 'spaanse', 'plek', 'bestel']"
135,af-ZA,train,verwyder die wekker,"['verwyder', 'die', 'wekker']"
136,af-ZA,train,wys vir my die alarms wat ek gestel het,"['wys', 'vir', 'my', 'die', 'alarms', 'wat', 'ek', 'gestel', 'het']"
137,af-ZA,train,het ek enige alarms,"['het', 'ek', 'enige', 'alarms']"
138,af-ZA,train,wys alarms,"['wys', 'alarms']"
139,af-ZA,train,hoe is die weer in kaapstad,"['hoe', 'is', 'die', 'weer', 'in', 'kaapstad']"
140,af-ZA,train,sê vir my die weer in pretoria,"['sê', 'vir', 'my', 'die', 'weer', 'in', 'pretoria']"
141,af-ZA,train,asseblief maak die ligte leesvriendelik,"['asseblief', 'maak', 'die', 'ligte', 'leesvriendelik']"
142,af-ZA,train,maak asseblief die ligte kyk vriendelik,"['maak', 'asseblief', 'die', 'ligte', 'kyk', 'vriendelik']"
143,af-ZA,train,maak die vertrek helderder,"['maak', 'die', 'vertrek', 'helderder']"
144,af-ZA,train,en die lig begin,"['en', 'die', 'lig', 'begin']"
145,af-ZA,train,wat is die datum vandag,"['wat', 'is', 'die', 'datum', 'vandag']"
146,af-ZA,train,watter dag is vandag,"['watter', 'dag', 'is', 'vandag']"
147,af-ZA,train,gee my 'n datum,"['gee', 'my', ""'n"", 'datum']"
148,af-ZA,train,reën dit buite janneman,"['reën', 'dit', 'buite', 'janneman']"
149,af-ZA,train,verander die ligte na groen,"['verander', 'die', 'ligte', 'na', 'groen']"
150,af-ZA,train,voeg hierdie liedjie by my gunstelinge,"['voeg', 'hierdie', 'liedjie', 'by', 'my', 'gunstelinge']"
151,af-ZA,train,wat is hierdie liedjie,"['wat', 'is', 'hierdie', 'liedjie']"
152,af-ZA,train,olly ligte af,"['olly', 'ligte', 'af']"
153,af-ZA,train,ligte af,"['ligte', 'af']"
154,af-ZA,train,maak die vloer skoon asseblief,"['maak', 'die', 'vloer', 'skoon', 'asseblief']"
155,af-ZA,train,skakel aan die ryskoker sok,"['skakel', 'aan', 'die', 'ryskoker', 'sok']"
156,af-ZA,train,skakel af die rys kooker se prop,"['skakel', 'af', 'die', 'rys', 'kooker', 'se', 'prop']"
157,af-ZA,train,kan jy my help met 'n bestelling vir sushi vanaf mr delivery,"['kan', 'jy', 'my', 'help', 'met', ""'n"", 'bestelling', 'vir', 'sushi', 'vanaf', 'mr', 'delivery']"
158,af-ZA,train,stel 'n alarm vir vier uur namiddag,"['stel', ""'n"", 'alarm', 'vir', 'vier', 'uur', 'namiddag']"
159,af-ZA,train,olly waarsky my om drie n. m. om na die konsert te gaan,"['olly', 'waarsky', 'my', 'om', 'drie', 'n.', 'm.', 'om', 'na', 'die', 'konsert', 'te', 'gaan']"
160,af-ZA,train,herinner my om drie n. m. om konsert toe te gaan.,"['herinner', 'my', 'om', 'drie', 'n.', 'm.', 'om', 'konsert', 'toe', 'te', 'gaan.']"
161,af-ZA,train,het ek 'n alarm gestel vir oggend vlug,"['het', 'ek', ""'n"", 'alarm', 'gestel', 'vir', 'oggend', 'vlug']"
162,af-ZA,train,is daar enige wekkers,"['is', 'daar', 'enige', 'wekkers']"
163,af-ZA,train,reën dit in pretoria,"['reën', 'dit', 'in', 'pretoria']"
164,af-ZA,train,gaan dit reën vandag,"['gaan', 'dit', 'reën', 'vandag']"
165,af-ZA,train,wat gaan buite aan,"['wat', 'gaan', 'buite', 'aan']"
166,af-ZA,train,wat gaan aan in die wêreld,"['wat', 'gaan', 'aan', 'in', 'die', 'wêreld']"
167,af-ZA,train,wat gebeur in kwa-zulu natal,"['wat', 'gebeur', 'in', 'kwa-zulu', 'natal']"
168,af-ZA,train,wys my sommige nuus vanaf e nuus,"['wys', 'my', 'sommige', 'nuus', 'vanaf', 'e', 'nuus']"
169,af-ZA,train,olly wys my die nuus vanaf b. b. c.,"['olly', 'wys', 'my', 'die', 'nuus', 'vanaf', 'b.', 'b.', 'c.']"
170,af-ZA,train,speel news twenty four nuus,"['speel', 'news', 'twenty', 'four', 'nuus']"
171,af-ZA,train,olly kuberkrakernuus,"['olly', 'kuberkrakernuus']"
172,af-ZA,train,speel my bietjie hip hop,"['speel', 'my', 'bietjie', 'hip', 'hop']"
173,af-ZA,train,sokkie nou,"['sokkie', 'nou']"
174,af-ZA,train,olly van watter musiek hou ek gewoonlik na werk,"['olly', 'van', 'watter', 'musiek', 'hou', 'ek', 'gewoonlik', 'na', 'werk']"
175,af-ZA,train,olly speel musiek van my gunsteling pianis,"['olly', 'speel', 'musiek', 'van', 'my', 'gunsteling', 'pianis']"
176,af-ZA,train,jy is te hard,"['jy', 'is', 'te', 'hard']"
177,af-ZA,train,ek kan jou skaars hoor janneman,"['ek', 'kan', 'jou', 'skaars', 'hoor', 'janneman']"
178,af-ZA,train,verander die ligte blou,"['verander', 'die', 'ligte', 'blou']"
179,af-ZA,train,maak dat die ligte blou skyn,"['maak', 'dat', 'die', 'ligte', 'blou', 'skyn']"
180,af-ZA,train,olly goeie nag ligte af,"['olly', 'goeie', 'nag', 'ligte', 'af']"
181,af-ZA,train,dis verskriklik donker hier,"['dis', 'verskriklik', 'donker', 'hier']"
182,af-ZA,train,maak die ligte meer helder,"['maak', 'die', 'ligte', 'meer', 'helder']"
183,af-ZA,train,olly dit is te donker ek kan nie eers my hande sien nie,"['olly', 'dit', 'is', 'te', 'donker', 'ek', 'kan', 'nie', 'eers', 'my', 'hande', 'sien', 'nie']"
184,af-ZA,train,wat is die tyd,"['wat', 'is', 'die', 'tyd']"
185,af-ZA,train,wat is die liedjie,"['wat', 'is', 'die', 'liedjie']"
186,af-ZA,train,olly wat is die lied,"['olly', 'wat', 'is', 'die', 'lied']"
187,af-ZA,train,wat die sanger bedoel het deur die titel van die liedjie kaptein,"['wat', 'die', 'sanger', 'bedoel', 'het', 'deur', 'die', 'titel', 'van', 'die', 'liedjie', 'kaptein']"
188,af-ZA,train,wie het die liedjie beautiful in beaufort wes gedek,"['wie', 'het', 'die', 'liedjie', 'beautiful', 'in', 'beaufort', 'wes', 'gedek']"
189,af-ZA,train,wat is die weer in kaapstad,"['wat', 'is', 'die', 'weer', 'in', 'kaapstad']"
190,af-ZA,train,hoe is die weer in pretoria,"['hoe', 'is', 'die', 'weer', 'in', 'pretoria']"
191,af-ZA,train,wat is die huidige toestand van die brexit onderhandelings,"['wat', 'is', 'die', 'huidige', 'toestand', 'van', 'die', 'brexit', 'onderhandelings']"
192,af-ZA,train,wie gaan die volgende verkiesing in suid afrika wen,"['wie', 'gaan', 'die', 'volgende', 'verkiesing', 'in', 'suid', 'afrika', 'wen']"
193,af-ZA,train,verwag jy son op sondag,"['verwag', 'jy', 'son', 'op', 'sondag']"
194,af-ZA,train,gaan dit in die aand reën,"['gaan', 'dit', 'in', 'die', 'aand', 'reën']"
195,af-ZA,train,gaan dit winderig wees more,"['gaan', 'dit', 'winderig', 'wees', 'more']"
196,af-ZA,train,verhelder die lamp langs die bank,"['verhelder', 'die', 'lamp', 'langs', 'die', 'bank']"
197,af-ZA,train,lig die lig,"['lig', 'die', 'lig']"
198,af-ZA,train,watter tyd is dit in moskou nou,"['watter', 'tyd', 'is', 'dit', 'in', 'moskou', 'nou']"
199,af-ZA,train,stofsuig die kombuis,"['stofsuig', 'die', 'kombuis']"
200,af-ZA,train,wat gebeur in die wêreld,"['wat', 'gebeur', 'in', 'die', 'wêreld']"
201,af-ZA,train,vertel vir my die nuus,"['vertel', 'vir', 'my', 'die', 'nuus']"
202,af-ZA,train,wat is die voorspelling vir vandag,"['wat', 'is', 'die', 'voorspelling', 'vir', 'vandag']"
203,af-ZA,train,hoe is die weer,"['hoe', 'is', 'die', 'weer']"
204,af-ZA,train,hey waarme is jy besig,"['hey', 'waarme', 'is', 'jy', 'besig']"
205,af-ZA,train,hoe gaan dit met jou,"['hoe', 'gaan', 'dit', 'met', 'jou']"
206,af-ZA,train,môre wat gaan aan,"['môre', 'wat', 'gaan', 'aan']"
207,af-ZA,train,bestel 'n pizza van domino's,"['bestel', ""'n"", 'pizza', 'van', ""domino's""]"
208,af-ZA,train,ek wil graag soesji hê sal jy vir my middagete bestel,"['ek', 'wil', 'graag', 'soesji', 'hê', 'sal', 'jy', 'vir', 'my', 'middagete', 'bestel']"
209,af-ZA,train,alexa ek wil graag sushi hê kan jy vir my middagete bestel,"['alexa', 'ek', 'wil', 'graag', 'sushi', 'hê', 'kan', 'jy', 'vir', 'my', 'middagete', 'bestel']"
210,af-ZA,train,bestel 'n wegneem toebroodjie en sop by die rocomamas,"['bestel', ""'n"", 'wegneem', 'toebroodjie', 'en', 'sop', 'by', 'die', 'rocomamas']"
211,af-ZA,train,hoeveel dae is oor in die jaar,"['hoeveel', 'dae', 'is', 'oor', 'in', 'die', 'jaar']"
212,af-ZA,train,vermeerder helderheid met twintig persent,"['vermeerder', 'helderheid', 'met', 'twintig', 'persent']"
213,af-ZA,train,stel ligte op volle krag,"['stel', 'ligte', 'op', 'volle', 'krag']"
214,af-ZA,train,stom,['stom']
215,af-ZA,train,sal ek môre 'n sambreel kry,"['sal', 'ek', 'môre', ""'n"", 'sambreel', 'kry']"
216,af-ZA,train,skakel aan die slim herlaaier,"['skakel', 'aan', 'die', 'slim', 'herlaaier']"
217,af-ZA,train,vertel my die nuus in tegnologie van engadget,"['vertel', 'my', 'die', 'nuus', 'in', 'tegnologie', 'van', 'engadget']"
218,af-ZA,train,gelukkig,['gelukkig']
219,af-ZA,train,aand,['aand']
220,af-ZA,train,sondag,['sondag']
221,af-ZA,train,stiller,['stiller']
222,af-ZA,train,stil,['stil']
223,af-ZA,train,ek wil graag weet hoe is die weer in kaapstad,"['ek', 'wil', 'graag', 'weet', 'hoe', 'is', 'die', 'weer', 'in', 'kaapstad']"
224,af-ZA,train,sneeu dit in kimberley,"['sneeu', 'dit', 'in', 'kimberley']"
225,af-ZA,train,awe ek benodig nou 'n koffie,"['awe', 'ek', 'benodig', 'nou', ""'n"", 'koffie']"
226,af-ZA,train,ek he 'n arm behoeftige gehelp vandag olly,"['ek', 'he', ""'n"", 'arm', 'behoeftige', 'gehelp', 'vandag', 'olly']"
227,af-ZA,train,begin die koffiemasjien,"['begin', 'die', 'koffiemasjien']"
228,af-ZA,train,kry nou 'n koppie koffie reg,"['kry', 'nou', ""'n"", 'koppie', 'koffie', 'reg']"
229,af-ZA,train,hoe gaan die weer wees more,"['hoe', 'gaan', 'die', 'weer', 'wees', 'more']"
230,af-ZA,train,wat is more se weer voorspellings,"['wat', 'is', 'more', 'se', 'weer', 'voorspellings']"
231,af-ZA,train,gaan daar môre sneeu wees,"['gaan', 'daar', 'môre', 'sneeu', 'wees']"
232,af-ZA,train,find uit of die restaurant wegneem bestellings doen,"['find', 'uit', 'of', 'die', 'restaurant', 'wegneem', 'bestellings', 'doen']"
233,af-ZA,train,soek of die restaurant wegneemetes doen,"['soek', 'of', 'die', 'restaurant', 'wegneemetes', 'doen']"
234,af-ZA,train,is daar 'n wegneemete spyskaart by die restaurant,"['is', 'daar', ""'n"", 'wegneemete', 'spyskaart', 'by', 'die', 'restaurant']"
235,af-ZA,train,die nege en twintigste maart is op watter dag,"['die', 'nege', 'en', 'twintigste', 'maart', 'is', 'op', 'watter', 'dag']"
236,af-ZA,train,wat is my volgende wekker,"['wat', 'is', 'my', 'volgende', 'wekker']"
237,af-ZA,train,vertel my asseblief my wekkers,"['vertel', 'my', 'asseblief', 'my', 'wekkers']"
238,af-ZA,train,hoelaat gaan my alarm af vandag,"['hoelaat', 'gaan', 'my', 'alarm', 'af', 'vandag']"
239,af-ZA,train,kan jy my die tyd vertel,"['kan', 'jy', 'my', 'die', 'tyd', 'vertel']"
240,af-ZA,train,speel die snit agt van google play music,"['speel', 'die', 'snit', 'agt', 'van', 'google', 'play', 'music']"
241,af-ZA,train,speel 'n liedjie lukraak van my speellys af,"['speel', ""'n"", 'liedjie', 'lukraak', 'van', 'my', 'speellys', 'af']"
242,af-ZA,train,wat is die huidige datum,"['wat', 'is', 'die', 'huidige', 'datum']"
243,af-ZA,train,wat gaan in die nuus aan,"['wat', 'gaan', 'in', 'die', 'nuus', 'aan']"
244,af-ZA,train,ek wil die lig afgeskakel he kan jy dit vir my doen,"['ek', 'wil', 'die', 'lig', 'afgeskakel', 'he', 'kan', 'jy', 'dit', 'vir', 'my', 'doen']"
245,af-ZA,train,vertel my of die volgende waar is oor die weer,"['vertel', 'my', 'of', 'die', 'volgende', 'waar', 'is', 'oor', 'die', 'weer']"
246,af-ZA,train,kyk na die weer-toepassing om te sien of,"['kyk', 'na', 'die', 'weer-toepassing', 'om', 'te', 'sien', 'of']"
247,af-ZA,train,kan jy hierdie musiek stoor in my speellys,"['kan', 'jy', 'hierdie', 'musiek', 'stoor', 'in', 'my', 'speellys']"
248,af-ZA,train,wat van jy stoor hierdie musiek,"['wat', 'van', 'jy', 'stoor', 'hierdie', 'musiek']"
249,af-ZA,train,speel asseblief vuur op die water van elandré,"['speel', 'asseblief', 'vuur', 'op', 'die', 'water', 'van', 'elandré']"
