,locale,partition,utt,tokens
20,tl-PH,train,itaas ang mga karpet sa paligid,"['itaas', 'ang', 'mga', 'karpet', 'sa', 'paligid']"
21,tl-PH,train,tingnan kung kailan magsisimula ang palabas,"['tingnan', 'kung', 'kailan', 'magsisimula', 'ang', 'palabas']"
22,tl-PH,train,ulitin ang kanta ng rocksteddy,"['ulitin', 'ang', 'kanta', 'ng', 'rocksteddy']"
23,tl-PH,train,gusto kong i play iyang musika muli,"['gusto', 'kong', 'i', 'play', 'iyang', 'musika', 'muli']"
24,tl-PH,train,tingnan kung handa na ang aking sasakyan,"['tingnan', 'kung', 'handa', 'na', 'ang', 'aking', 'sasakyan']"
25,tl-PH,train,suriin ang aking laptop ay gumagana,"['suriin', 'ang', 'aking', 'laptop', 'ay', 'gumagana']"
26,tl-PH,train,ubos na ba ang liwanag ng iskrín ko,"['ubos', 'na', 'ba', 'ang', 'liwanag', 'ng', 'iskrín', 'ko']"
27,tl-PH,train,kailangan kong magkaroon ng mga serbisyo sa lokasyon maaari mo bang suriin,"['kailangan', 'kong', 'magkaroon', 'ng', 'mga', 'serbisyo', 'sa', 'lokasyon', 'maaari', 'mo', 'bang', 'suriin']"
28,tl-PH,train,suriin ang katayuan ng aking paggamit ng kuryente,"['suriin', 'ang', 'katayuan', 'ng', 'aking', 'paggamit', 'ng', 'kuryente']"
29,tl-PH,train,hindi ako pagod masaya talaga ako,"['hindi', 'ako', 'pagod', 'masaya', 'talaga', 'ako']"
30,tl-PH,train,olly hindi ako pagod masaya talaga ako,"['olly', 'hindi', 'ako', 'pagod', 'masaya', 'talaga', 'ako']"
31,tl-PH,train,anong meron,"['anong', 'meron']"
32,tl-PH,train,sabihin mo sa akin ang oras sa moscow,"['sabihin', 'mo', 'sa', 'akin', 'ang', 'oras', 'sa', 'moscow']"
33,tl-PH,train,sabihin sa akin ang oras sa g. m. t. plus five,"['sabihin', 'sa', 'akin', 'ang', 'oras', 'sa', 'g.', 'm.', 't.', 'plus', 'five']"
34,tl-PH,train,olly pinaka-rate na mga opsyon sa paghahatid para sa filipino food,"['olly', 'pinaka-rate', 'na', 'mga', 'opsyon', 'sa', 'paghahatid', 'para', 'sa', 'filipino', 'food']"
35,tl-PH,train,pinaka rated na paghahatid para sa chinese na pagkain,"['pinaka', 'rated', 'na', 'paghahatid', 'para', 'sa', 'chinese', 'na', 'pagkain']"
36,tl-PH,train,olly pinaka-rate na mga opsyon sa paghahatid para sa filipino food,"['olly', 'pinaka-rate', 'na', 'mga', 'opsyon', 'sa', 'paghahatid', 'para', 'sa', 'filipino', 'food']"
37,tl-PH,train,gusto ko ng menudo na mapunta sa anumang rekomendasyon,"['gusto', 'ko', 'ng', 'menudo', 'na', 'mapunta', 'sa', 'anumang', 'rekomendasyon']"
38,tl-PH,train,gusto ko ng menudo upang pumunta sa anumang mga rekomendasyon siri,"['gusto', 'ko', 'ng', 'menudo', 'upang', 'pumunta', 'sa', 'anumang', 'mga', 'rekomendasyon', 'siri']"
39,tl-PH,train,hanapin ang aking mga thai takeaway sa paligid ng pamilihan ng damo,"['hanapin', 'ang', 'aking', 'mga', 'thai', 'takeaway', 'sa', 'paligid', 'ng', 'pamilihan', 'ng', 'damo']"
40,tl-PH,train,ihinto ang hudyat ng alas siyete ng umaga,"['ihinto', 'ang', 'hudyat', 'ng', 'alas', 'siyete', 'ng', 'umaga']"
41,tl-PH,train,pakilista ang mga aktibong mga hudyat,"['pakilista', 'ang', 'mga', 'aktibong', 'mga', 'hudyat']"
42,tl-PH,train,ano ang nangyayari sa futbol ngayon,"['ano', 'ang', 'nangyayari', 'sa', 'futbol', 'ngayon']"
43,tl-PH,train,mangyaring patugtugin ang halaga ng parokya ni edgar,"['mangyaring', 'patugtugin', 'ang', 'halaga', 'ng', 'parokya', 'ni', 'edgar']"
44,tl-PH,train,gusto ko ang rock na musika,"['gusto', 'ko', 'ang', 'rock', 'na', 'musika']"
45,tl-PH,train,ang paborito kong banda ng musika ay parokya ni edgar,"['ang', 'paborito', 'kong', 'banda', 'ng', 'musika', 'ay', 'parokya', 'ni', 'edgar']"
46,tl-PH,train,simulan ang paglalaro ng musika mula sa parokya ni edgar,"['simulan', 'ang', 'paglalaro', 'ng', 'musika', 'mula', 'sa', 'parokya', 'ni', 'edgar']"
47,tl-PH,train,paki-play ang aking pinakamahusay na musika,"['paki-play', 'ang', 'aking', 'pinakamahusay', 'na', 'musika']"
48,tl-PH,train,sino ang kasalukuyang may-akda ng musika,"['sino', 'ang', 'kasalukuyang', 'may-akda', 'ng', 'musika']"
49,tl-PH,train,saan galing ang album ng kasalukuyang musika,"['saan', 'galing', 'ang', 'album', 'ng', 'kasalukuyang', 'musika']"
50,tl-PH,train,olly natutuwa ako sa kantang ito,"['olly', 'natutuwa', 'ako', 'sa', 'kantang', 'ito']"
51,tl-PH,train,nakakamangha ang kantang pinapatugtog mo,"['nakakamangha', 'ang', 'kantang', 'pinapatugtog', 'mo']"
52,tl-PH,train,isa ito sa pinakamagandang kanta,"['isa', 'ito', 'sa', 'pinakamagandang', 'kanta']"
53,tl-PH,train,gawin mas maliwanag ang mga ilaw,"['gawin', 'mas', 'maliwanag', 'ang', 'mga', 'ilaw']"
54,tl-PH,train,mangyaring pakitaas ang mga ilaw sa sagad,"['mangyaring', 'pakitaas', 'ang', 'mga', 'ilaw', 'sa', 'sagad']"
55,tl-PH,train,hoy simulan ang vacuum cleaner robot,"['hoy', 'simulan', 'ang', 'vacuum', 'cleaner', 'robot']"
56,tl-PH,train,buksan ang cleaner robot,"['buksan', 'ang', 'cleaner', 'robot']"
57,tl-PH,train,mangyaring mag-order ng ilang sushi para sa hapunan,"['mangyaring', 'mag-order', 'ng', 'ilang', 'sushi', 'para', 'sa', 'hapunan']"
58,tl-PH,train,hey nais kitang mag-order ng burger,"['hey', 'nais', 'kitang', 'mag-order', 'ng', 'burger']"
59,tl-PH,train,pwede ba mag order ng takeaway na hapunan sa byron's,"['pwede', 'ba', 'mag', 'order', 'ng', 'takeaway', 'na', 'hapunan', 'sa', ""byron's""]"
60,tl-PH,train,si byron's ba ay may takeaways,"['si', ""byron's"", 'ba', 'ay', 'may', 'takeaways']"
61,tl-PH,train,magtakda ng hudyat para sa alas dose,"['magtakda', 'ng', 'hudyat', 'para', 'sa', 'alas', 'dose']"
62,tl-PH,train,magtakda ng hudyat apatnapung minuto mula ngayon,"['magtakda', 'ng', 'hudyat', 'apatnapung', 'minuto', 'mula', 'ngayon']"
63,tl-PH,train,itakda ang alarma para sa alas otso tuwing araw ng linggo,"['itakda', 'ang', 'alarma', 'para', 'sa', 'alas', 'otso', 'tuwing', 'araw', 'ng', 'linggo']"
64,tl-PH,train,umuulan ba,"['umuulan', 'ba']"
65,tl-PH,train,may ulan ba mamaya,"['may', 'ulan', 'ba', 'mamaya']"
66,tl-PH,train,kasalukuyan bang nagniniyebe,"['kasalukuyan', 'bang', 'nagniniyebe']"
67,tl-PH,train,ano ang klima nitong mga linggo,"['ano', 'ang', 'klima', 'nitong', 'mga', 'linggo']"
68,tl-PH,train,sabihin mo sa akin ang balita sa b. b. c.,"['sabihin', 'mo', 'sa', 'akin', 'ang', 'balita', 'sa', 'b.', 'b.', 'c.']"
69,tl-PH,train,ano ang balita sa b. b. c. news,"['ano', 'ang', 'balita', 'sa', 'b.', 'b.', 'c.', 'news']"
70,tl-PH,train,ano ang pinakabagong balita ng b. b. c.,"['ano', 'ang', 'pinakabagong', 'balita', 'ng', 'b.', 'b.', 'c.']"
71,tl-PH,train,iplay ang kanta na gusto ko,"['iplay', 'ang', 'kanta', 'na', 'gusto', 'ko']"
72,tl-PH,train,iplay ang kamikazee,"['iplay', 'ang', 'kamikazee']"
73,tl-PH,train,magpatugtog ng ilang mga eraserhead,"['magpatugtog', 'ng', 'ilang', 'mga', 'eraserhead']"
74,tl-PH,train,balasahin itong playlist,"['balasahin', 'itong', 'playlist']"
75,tl-PH,train,anong tumutugtog,"['anong', 'tumutugtog']"
76,tl-PH,train,anong musika ito,"['anong', 'musika', 'ito']"
77,tl-PH,train,sabihin mo sa akin ang artista ng kantang ito,"['sabihin', 'mo', 'sa', 'akin', 'ang', 'artista', 'ng', 'kantang', 'ito']"
78,tl-PH,train,patawanin mo ako,"['patawanin', 'mo', 'ako']"
79,tl-PH,train,olly patawanin mo ako,"['olly', 'patawanin', 'mo', 'ako']"
80,tl-PH,train,sabihin mo sa akin ang isang magandang biro,"['sabihin', 'mo', 'sa', 'akin', 'ang', 'isang', 'magandang', 'biro']"
81,tl-PH,train,sabihin sa akin ang isang biro,"['sabihin', 'sa', 'akin', 'ang', 'isang', 'biro']"
82,tl-PH,train,alexa magsabi ng biro,"['alexa', 'magsabi', 'ng', 'biro']"
83,tl-PH,train,pasayahin mo ako,"['pasayahin', 'mo', 'ako']"
84,tl-PH,train,sabihin sa akin ang tungkol sa araw na ito,"['sabihin', 'sa', 'akin', 'ang', 'tungkol', 'sa', 'araw', 'na', 'ito']"
85,tl-PH,train,umorder ng pizza,"['umorder', 'ng', 'pizza']"
86,tl-PH,train,orderan mo ako ng byron mula sa deliveroo,"['orderan', 'mo', 'ako', 'ng', 'byron', 'mula', 'sa', 'deliveroo']"
87,tl-PH,train,kailan dadrating ang order ko,"['kailan', 'dadrating', 'ang', 'order', 'ko']"
88,tl-PH,train,gaano katagal bago ang aking takeaway,"['gaano', 'katagal', 'bago', 'ang', 'aking', 'takeaway']"
89,tl-PH,train,katayuan ng paghahatid ng domino's,"['katayuan', 'ng', 'paghahatid', 'ng', ""domino's""]"
90,tl-PH,train,anong tumutugtog,"['anong', 'tumutugtog']"
91,tl-PH,train,sabihin mo sa akin ang pangalan ng kanta,"['sabihin', 'mo', 'sa', 'akin', 'ang', 'pangalan', 'ng', 'kanta']"
92,tl-PH,train,patugtugin ang jazz playlist ko,"['patugtugin', 'ang', 'jazz', 'playlist', 'ko']"
93,tl-PH,train,simulan ang aking jazz playlist,"['simulan', 'ang', 'aking', 'jazz', 'playlist']"
94,tl-PH,train,i-play ang aking paboritong playlist,"['i-play', 'ang', 'aking', 'paboritong', 'playlist']"
95,tl-PH,train,magandang kanta yan,"['magandang', 'kanta', 'yan']"
96,tl-PH,train,hindi ko gusto ito,"['hindi', 'ko', 'gusto', 'ito']"
97,tl-PH,train,gusto ko ito,"['gusto', 'ko', 'ito']"
98,tl-PH,train,gusto ko ang jazz,"['gusto', 'ko', 'ang', 'jazz']"
99,tl-PH,train,maaari ka bang magpatugtog ng ilang mga jazz,"['maaari', 'ka', 'bang', 'magpatugtog', 'ng', 'ilang', 'mga', 'jazz']"
100,tl-PH,train,itong kanta na ito ay napakahusay,"['itong', 'kanta', 'na', 'ito', 'ay', 'napakahusay']"
101,tl-PH,train,baguhin ang tono,"['baguhin', 'ang', 'tono']"
102,tl-PH,train,paganahin ang shuffle,"['paganahin', 'ang', 'shuffle']"
103,tl-PH,train,i-save ang mga setting,"['i-save', 'ang', 'mga', 'setting']"
104,tl-PH,train,itakda ang liwanag hanggang limampung porsyento,"['itakda', 'ang', 'liwanag', 'hanggang', 'limampung', 'porsyento']"
105,tl-PH,train,ipihit pababa ang liwanag,"['ipihit', 'pababa', 'ang', 'liwanag']"
106,tl-PH,train,pababain ang liwanag,"['pababain', 'ang', 'liwanag']"
107,tl-PH,train,bawasan ang ningning,"['bawasan', 'ang', 'ningning']"
108,tl-PH,train,diliman ang mga ilaw,"['diliman', 'ang', 'mga', 'ilaw']"
109,tl-PH,train,olly padilimin ang mga ilaw,"['olly', 'padilimin', 'ang', 'mga', 'ilaw']"
110,tl-PH,train,gawan mo ako ng kape,"['gawan', 'mo', 'ako', 'ng', 'kape']"
111,tl-PH,train,olly ipagtimpla ako ng kape,"['olly', 'ipagtimpla', 'ako', 'ng', 'kape']"
112,tl-PH,train,kailangan ko ng kape,"['kailangan', 'ko', 'ng', 'kape']"
113,tl-PH,train,gusto ko ng kape ngayon,"['gusto', 'ko', 'ng', 'kape', 'ngayon']"
114,tl-PH,train,kamusta ka,"['kamusta', 'ka']"
115,tl-PH,train,itakda ang hudyat sa alas diyes ng umaga,"['itakda', 'ang', 'hudyat', 'sa', 'alas', 'diyes', 'ng', 'umaga']"
116,tl-PH,train,sabihin sa akin ang pinakabagong balita sa teknolohiya,"['sabihin', 'sa', 'akin', 'ang', 'pinakabagong', 'balita', 'sa', 'teknolohiya']"
117,tl-PH,train,sabihin sa akin ang pinakabagong balita sa teknolohiya,"['sabihin', 'sa', 'akin', 'ang', 'pinakabagong', 'balita', 'sa', 'teknolohiya']"
118,tl-PH,train,sabihin sa akin ang panahon,"['sabihin', 'sa', 'akin', 'ang', 'panahon']"
119,tl-PH,train,ano ang klima ngayon,"['ano', 'ang', 'klima', 'ngayon']"
120,tl-PH,train,umuulan ba ngayon,"['umuulan', 'ba', 'ngayon']"
121,tl-PH,train,i-turn on ang aking michael jackson playlist,"['i-turn', 'on', 'ang', 'aking', 'michael', 'jackson', 'playlist']"
122,tl-PH,train,i-play ang siakol mula sa aking playlist,"['i-play', 'ang', 'siakol', 'mula', 'sa', 'aking', 'playlist']"
123,tl-PH,train,i play ang huling kanta mula sa aking paboritong playlist,"['i', 'play', 'ang', 'huling', 'kanta', 'mula', 'sa', 'aking', 'paboritong', 'playlist']"
124,tl-PH,train,lakasan ang tunog,"['lakasan', 'ang', 'tunog']"
125,tl-PH,train,buksan ang saksakan,"['buksan', 'ang', 'saksakan']"
126,tl-PH,train,buksan ang plug,"['buksan', 'ang', 'plug']"
127,tl-PH,train,buksan ang plug ko,"['buksan', 'ang', 'plug', 'ko']"
128,tl-PH,train,sabihin mo sa akin ang ilang biro,"['sabihin', 'mo', 'sa', 'akin', 'ang', 'ilang', 'biro']"
129,tl-PH,train,may alam ka bang anumang biro,"['may', 'alam', 'ka', 'bang', 'anumang', 'biro']"
130,tl-PH,train,anong oras na,"['anong', 'oras', 'na']"
131,tl-PH,train,sabihin mo sa akin ang oras,"['sabihin', 'mo', 'sa', 'akin', 'ang', 'oras']"
132,tl-PH,train,may take out ba sa greenwich,"['may', 'take', 'out', 'ba', 'sa', 'greenwich']"
133,tl-PH,train,pwede ba ang paborito kong pizza place para sa take out,"['pwede', 'ba', 'ang', 'paborito', 'kong', 'pizza', 'place', 'para', 'sa', 'take', 'out']"
134,tl-PH,train,pwedeng mag order at ilabas mula sa filipino na lugar,"['pwedeng', 'mag', 'order', 'at', 'ilabas', 'mula', 'sa', 'filipino', 'na', 'lugar']"
135,tl-PH,train,tanggalin ang alarm,"['tanggalin', 'ang', 'alarm']"
136,tl-PH,train,ipakita sa akin ang mga hudyat na itinakda ko,"['ipakita', 'sa', 'akin', 'ang', 'mga', 'hudyat', 'na', 'itinakda', 'ko']"
137,tl-PH,train,may anumang mga hudyat ba ako,"['may', 'anumang', 'mga', 'hudyat', 'ba', 'ako']"
138,tl-PH,train,ipakita ang mga hudyat,"['ipakita', 'ang', 'mga', 'hudyat']"
139,tl-PH,train,ano ang klima sa baguio bukas,"['ano', 'ang', 'klima', 'sa', 'baguio', 'bukas']"
140,tl-PH,train,sabihin ang klima ngayon sa maynila,"['sabihin', 'ang', 'klima', 'ngayon', 'sa', 'maynila']"
141,tl-PH,train,mangyaring gawin ang mga ilaw na magiliw sa nagbabasa,"['mangyaring', 'gawin', 'ang', 'mga', 'ilaw', 'na', 'magiliw', 'sa', 'nagbabasa']"
142,tl-PH,train,gawing magiliw na nanonood ang mga ilaw,"['gawing', 'magiliw', 'na', 'nanonood', 'ang', 'mga', 'ilaw']"
143,tl-PH,train,gawing mas maliwanag ang kwarto,"['gawing', 'mas', 'maliwanag', 'ang', 'kwarto']"
144,tl-PH,train,at nagsimula na ang mga ilaw,"['at', 'nagsimula', 'na', 'ang', 'mga', 'ilaw']"
145,tl-PH,train,ano ang petsa ngayong araw,"['ano', 'ang', 'petsa', 'ngayong', 'araw']"
146,tl-PH,train,anong araw ngayong araw,"['anong', 'araw', 'ngayong', 'araw']"
147,tl-PH,train,sabihin sa akin ang isang petsa,"['sabihin', 'sa', 'akin', 'ang', 'isang', 'petsa']"
148,tl-PH,train,umuulan ba sa labas olly,"['umuulan', 'ba', 'sa', 'labas', 'olly']"
149,tl-PH,train,palitan ang mga ilaw sa berde,"['palitan', 'ang', 'mga', 'ilaw', 'sa', 'berde']"
150,tl-PH,train,idagdag ang kantang ito sa aking paboritong listahan,"['idagdag', 'ang', 'kantang', 'ito', 'sa', 'aking', 'paboritong', 'listahan']"
151,tl-PH,train,ano ang kantang ito,"['ano', 'ang', 'kantang', 'ito']"
152,tl-PH,train,olly patayin ang mga ilaw,"['olly', 'patayin', 'ang', 'mga', 'ilaw']"
153,tl-PH,train,patayin ang mga ilaw,"['patayin', 'ang', 'mga', 'ilaw']"
154,tl-PH,train,linisin ang sahig pakiusap,"['linisin', 'ang', 'sahig', 'pakiusap']"
155,tl-PH,train,buksan ang rice cooker socket,"['buksan', 'ang', 'rice', 'cooker', 'socket']"
156,tl-PH,train,patayin ang saksakan ng lutuan ng bigas,"['patayin', 'ang', 'saksakan', 'ng', 'lutuan', 'ng', 'bigas']"
157,tl-PH,train,maari mo ba akong tulungang mag-order ng ilang shanghai mula sa chowking,"['maari', 'mo', 'ba', 'akong', 'tulungang', 'mag-order', 'ng', 'ilang', 'shanghai', 'mula', 'sa', 'chowking']"
158,tl-PH,train,magtakda ng hudyat sa alas kuwatro ng hapon,"['magtakda', 'ng', 'hudyat', 'sa', 'alas', 'kuwatro', 'ng', 'hapon']"
159,tl-PH,train,olly i alerto ako sa alas tres ng hapon para pumunta sa konsiyerto,"['olly', 'i', 'alerto', 'ako', 'sa', 'alas', 'tres', 'ng', 'hapon', 'para', 'pumunta', 'sa', 'konsiyerto']"
160,tl-PH,train,abisuhan ako sa alas tres ng hapon para pumunta sa konsiyerto,"['abisuhan', 'ako', 'sa', 'alas', 'tres', 'ng', 'hapon', 'para', 'pumunta', 'sa', 'konsiyerto']"
161,tl-PH,train,meron ba akong nakatakdang hudyat para sa paglipad ng umaga,"['meron', 'ba', 'akong', 'nakatakdang', 'hudyat', 'para', 'sa', 'paglipad', 'ng', 'umaga']"
162,tl-PH,train,may anumang mga hudyat ba,"['may', 'anumang', 'mga', 'hudyat', 'ba']"
163,tl-PH,train,umuulan ba sa barcelona,"['umuulan', 'ba', 'sa', 'barcelona']"
164,tl-PH,train,may ulan ba ngayon,"['may', 'ulan', 'ba', 'ngayon']"
165,tl-PH,train,anong nangyayari sa labas,"['anong', 'nangyayari', 'sa', 'labas']"
166,tl-PH,train,ano ang nangyayari sa mundo,"['ano', 'ang', 'nangyayari', 'sa', 'mundo']"
167,tl-PH,train,anong nangyayari sa baguio,"['anong', 'nangyayari', 'sa', 'baguio']"
168,tl-PH,train,ipakita sa akin ang ilang balita mula sa g. m. a. news,"['ipakita', 'sa', 'akin', 'ang', 'ilang', 'balita', 'mula', 'sa', 'g.', 'm.', 'a.', 'news']"
169,tl-PH,train,olly ipakita sa akin ang ilang balita mula sa b. b. c.,"['olly', 'ipakita', 'sa', 'akin', 'ang', 'ilang', 'balita', 'mula', 'sa', 'b.', 'b.', 'c.']"
170,tl-PH,train,i-play ang g. m. a. balita,"['i-play', 'ang', 'g.', 'm.', 'a.', 'balita']"
171,tl-PH,train,olly rappler,"['olly', 'rappler']"
172,tl-PH,train,magpatugtog ng ilang hiphop,"['magpatugtog', 'ng', 'ilang', 'hiphop']"
173,tl-PH,train,death metal ngayon,"['death', 'metal', 'ngayon']"
174,tl-PH,train,olly anong musika ang gusto ko pagkatapos ng trabaho,"['olly', 'anong', 'musika', 'ang', 'gusto', 'ko', 'pagkatapos', 'ng', 'trabaho']"
175,tl-PH,train,olly mag-play ng musika mula sa aking paboritong pianist,"['olly', 'mag-play', 'ng', 'musika', 'mula', 'sa', 'aking', 'paboritong', 'pianist']"
176,tl-PH,train,masyado kang maingay,"['masyado', 'kang', 'maingay']"
177,tl-PH,train,halos hindi kita marinig olly,"['halos', 'hindi', 'kita', 'marinig', 'olly']"
178,tl-PH,train,gawing asul ang mga ilaw,"['gawing', 'asul', 'ang', 'mga', 'ilaw']"
179,tl-PH,train,gawing kumikinang na asul ang mga ilaw,"['gawing', 'kumikinang', 'na', 'asul', 'ang', 'mga', 'ilaw']"
180,tl-PH,train,olly patayin ang mga ilaw,"['olly', 'patayin', 'ang', 'mga', 'ilaw']"
181,tl-PH,train,grabe ang dilim dito,"['grabe', 'ang', 'dilim', 'dito']"
182,tl-PH,train,gawing mas maliwanag ang mga ilaw,"['gawing', 'mas', 'maliwanag', 'ang', 'mga', 'ilaw']"
183,tl-PH,train,olly sobrang dilim hindi ko man lang makita ang mga kamay ko,"['olly', 'sobrang', 'dilim', 'hindi', 'ko', 'man', 'lang', 'makita', 'ang', 'mga', 'kamay', 'ko']"
184,tl-PH,train,anong oras,"['anong', 'oras']"
185,tl-PH,train,ano ang kanta,"['ano', 'ang', 'kanta']"
186,tl-PH,train,olly anong kanta ito,"['olly', 'anong', 'kanta', 'ito']"
187,tl-PH,train,ano ang ibig sabihin ng singer sa pamagat ng kantang bohemian rhapsody,"['ano', 'ang', 'ibig', 'sabihin', 'ng', 'singer', 'sa', 'pamagat', 'ng', 'kantang', 'bohemian', 'rhapsody']"
188,tl-PH,train,sino ang nag-cover ng kanta ng isa pang tasa ng kape,"['sino', 'ang', 'nag-cover', 'ng', 'kanta', 'ng', 'isa', 'pang', 'tasa', 'ng', 'kape']"
189,tl-PH,train,ano ang klima sa paris,"['ano', 'ang', 'klima', 'sa', 'paris']"
190,tl-PH,train,ano ang klima sa maynila,"['ano', 'ang', 'klima', 'sa', 'maynila']"
191,tl-PH,train,ano ang kasalukuyang estado ng mga negosasyon sa brexit,"['ano', 'ang', 'kasalukuyang', 'estado', 'ng', 'mga', 'negosasyon', 'sa', 'brexit']"
192,tl-PH,train,sino ang mananalo sa susunod na halalan sa pransiya,"['sino', 'ang', 'mananalo', 'sa', 'susunod', 'na', 'halalan', 'sa', 'pransiya']"
193,tl-PH,train,aasahan mo ba ang araw nitong linggo,"['aasahan', 'mo', 'ba', 'ang', 'araw', 'nitong', 'linggo']"
194,tl-PH,train,uulan ba ngayong gabi,"['uulan', 'ba', 'ngayong', 'gabi']"
195,tl-PH,train,magiging mahangin ba bukas,"['magiging', 'mahangin', 'ba', 'bukas']"
196,tl-PH,train,liwanagan ang lampara sa tabi ng sofa,"['liwanagan', 'ang', 'lampara', 'sa', 'tabi', 'ng', 'sofa']"
197,tl-PH,train,ilawan ang ilaw,"['ilawan', 'ang', 'ilaw']"
198,tl-PH,train,anong oras na sa manila,"['anong', 'oras', 'na', 'sa', 'manila']"
199,tl-PH,train,vacuum ang kusina,"['vacuum', 'ang', 'kusina']"
200,tl-PH,train,ano ang nangyayari sa mundo,"['ano', 'ang', 'nangyayari', 'sa', 'mundo']"
201,tl-PH,train,sabihin mo sa akin ang balita,"['sabihin', 'mo', 'sa', 'akin', 'ang', 'balita']"
202,tl-PH,train,ano ang ulat panahon ngayon,"['ano', 'ang', 'ulat', 'panahon', 'ngayon']"
203,tl-PH,train,ano ang lagay ng panahon,"['ano', 'ang', 'lagay', 'ng', 'panahon']"
204,tl-PH,train,huy anong balak mo,"['huy', 'anong', 'balak', 'mo']"
205,tl-PH,train,kumusta ka,"['kumusta', 'ka']"
206,tl-PH,train,anong mayroon sa umaga,"['anong', 'mayroon', 'sa', 'umaga']"
207,tl-PH,train,mag order ng pizza mula sa sbarro,"['mag', 'order', 'ng', 'pizza', 'mula', 'sa', 'sbarro']"
208,tl-PH,train,gusto ko ang shanghai pwedeng iorder mo sa tanghalian,"['gusto', 'ko', 'ang', 'shanghai', 'pwedeng', 'iorder', 'mo', 'sa', 'tanghalian']"
209,tl-PH,train,alexa gusto ko ng sushi pwedeng mag order ka sa tanghalian,"['alexa', 'gusto', 'ko', 'ng', 'sushi', 'pwedeng', 'mag', 'order', 'ka', 'sa', 'tanghalian']"
210,tl-PH,train,mag order ng takeaway sandwich at sopas mula sa italians,"['mag', 'order', 'ng', 'takeaway', 'sandwich', 'at', 'sopas', 'mula', 'sa', 'italians']"
211,tl-PH,train,ilang araw na lang ang natitira sa taong ito,"['ilang', 'araw', 'na', 'lang', 'ang', 'natitira', 'sa', 'taong', 'ito']"
212,tl-PH,train,pataasin ang liwanag ng dalawampung porsyento,"['pataasin', 'ang', 'liwanag', 'ng', 'dalawampung', 'porsyento']"
213,tl-PH,train,itakda ang mga ilaw sa pinakamataas,"['itakda', 'ang', 'mga', 'ilaw', 'sa', 'pinakamataas']"
214,tl-PH,train,mute,['mute']
215,tl-PH,train,kukuha ba ako ng payong bukas,"['kukuha', 'ba', 'ako', 'ng', 'payong', 'bukas']"
216,tl-PH,train,buksan ang smart charger,"['buksan', 'ang', 'smart', 'charger']"
217,tl-PH,train,sabihin sa akin ang balita sa teknolohiya mula sa yugatech,"['sabihin', 'sa', 'akin', 'ang', 'balita', 'sa', 'teknolohiya', 'mula', 'sa', 'yugatech']"
218,tl-PH,train,masaya,['masaya']
219,tl-PH,train,gabi,['gabi']
220,tl-PH,train,linggo,['linggo']
221,tl-PH,train,mas tahimik,"['mas', 'tahimik']"
222,tl-PH,train,tahimik,['tahimik']
223,tl-PH,train,sana malaman ko ang panahon sa s. f.,"['sana', 'malaman', 'ko', 'ang', 'panahon', 'sa', 's.', 'f.']"
