,locale,partition,utt,tokens
145,ms-MY,train,apa tarikh hari ini,"['apa', 'tarikh', 'hari', 'ini']"
146,ms-MY,train,hari ini hari apa,"['hari', 'ini', 'hari', 'apa']"
147,ms-MY,train,beritahu saya satu tarikh,"['beritahu', 'saya', 'satu', 'tarikh']"
148,ms-MY,train,adakah di luar sedang hujan,"['adakah', 'di', 'luar', 'sedang', 'hujan']"
149,ms-MY,train,tukarkan lampu kepada hijau,"['tukarkan', 'lampu', 'kepada', 'hijau']"
150,ms-MY,train,tambah lagu ni ke senarai kegemaran saya,"['tambah', 'lagu', 'ni', 'ke', 'senarai', 'kegemaran', 'saya']"
151,ms-MY,train,lagu apakah ini,"['lagu', 'apakah', 'ini']"
152,ms-MY,train,olly tutup lampu,"['olly', 'tutup', 'lampu']"
153,ms-MY,train,padamkan lampu,"['padamkan', 'lampu']"
154,ms-MY,train,sila bersihkan lantai,"['sila', 'bersihkan', 'lantai']"
155,ms-MY,train,hidupkan soket periuk nasi,"['hidupkan', 'soket', 'periuk', 'nasi']"
156,ms-MY,train,tutup soket periuk nasi,"['tutup', 'soket', 'periuk', 'nasi']"
157,ms-MY,train,boleh awak tolong pesankan sushi dari foodpanda,"['boleh', 'awak', 'tolong', 'pesankan', 'sushi', 'dari', 'foodpanda']"
158,ms-MY,train,tetapkan penggera pada jam empat petang,"['tetapkan', 'penggera', 'pada', 'jam', 'empat', 'petang']"
159,ms-MY,train,olly ingatkan saya pukul tiga petang untuk pergi konsert,"['olly', 'ingatkan', 'saya', 'pukul', 'tiga', 'petang', 'untuk', 'pergi', 'konsert']"
160,ms-MY,train,kejutkan saya pada tiga petang untuk pergi konsert,"['kejutkan', 'saya', 'pada', 'tiga', 'petang', 'untuk', 'pergi', 'konsert']"
161,ms-MY,train,saya ada penggera yang ditetapkan untuk penerbangan pagi tak,"['saya', 'ada', 'penggera', 'yang', 'ditetapkan', 'untuk', 'penerbangan', 'pagi', 'tak']"
162,ms-MY,train,ada sebarang penggera tak,"['ada', 'sebarang', 'penggera', 'tak']"
163,ms-MY,train,hujan tak kat kota kinabalu,"['hujan', 'tak', 'kat', 'kota', 'kinabalu']"
164,ms-MY,train,adakah akan hujan hari ini,"['adakah', 'akan', 'hujan', 'hari', 'ini']"
165,ms-MY,train,apa yang berlaku di luar,"['apa', 'yang', 'berlaku', 'di', 'luar']"
166,ms-MY,train,apa yang berlaku di dunia,"['apa', 'yang', 'berlaku', 'di', 'dunia']"
167,ms-MY,train,apa yang menarik berlaku di kuala lumpur,"['apa', 'yang', 'menarik', 'berlaku', 'di', 'kuala', 'lumpur']"
168,ms-MY,train,tunjukkan beberapa berita daripada utusan,"['tunjukkan', 'beberapa', 'berita', 'daripada', 'utusan']"
169,ms-MY,train,olly tunjukkan saya beberapa berita daripada berita harian,"['olly', 'tunjukkan', 'saya', 'beberapa', 'berita', 'daripada', 'berita', 'harian']"
170,ms-MY,train,mainkan berita bernama,"['mainkan', 'berita', 'bernama']"
171,ms-MY,train,siri awani,"['siri', 'awani']"
172,ms-MY,train,mainkan beberapa hihop,"['mainkan', 'beberapa', 'hihop']"
173,ms-MY,train,lagu metal sekarang,"['lagu', 'metal', 'sekarang']"
174,ms-MY,train,siti biasanya saya suka muzik apa selepas kerja,"['siti', 'biasanya', 'saya', 'suka', 'muzik', 'apa', 'selepas', 'kerja']"
175,ms-MY,train,olly mainkan muzik dari pemain piano kegemaran saya,"['olly', 'mainkan', 'muzik', 'dari', 'pemain', 'piano', 'kegemaran', 'saya']"
176,ms-MY,train,kamu terlalu kuat,"['kamu', 'terlalu', 'kuat']"
177,ms-MY,train,saya hampir tidak boleh mendengar kamu alexa,"['saya', 'hampir', 'tidak', 'boleh', 'mendengar', 'kamu', 'alexa']"
178,ms-MY,train,tukarkan lampu kepada biru,"['tukarkan', 'lampu', 'kepada', 'biru']"
179,ms-MY,train,buatkan lampu lampu berwarna biru,"['buatkan', 'lampu', 'lampu', 'berwarna', 'biru']"
180,ms-MY,train,selamat malam olly tutupkan lampu,"['selamat', 'malam', 'olly', 'tutupkan', 'lampu']"
181,ms-MY,train,ia agak gelap di sini,"['ia', 'agak', 'gelap', 'di', 'sini']"
182,ms-MY,train,jadikan lampu lebih terang,"['jadikan', 'lampu', 'lebih', 'terang']"
183,ms-MY,train,siti terlalu gelap sata tak nampak tangan saya sendiri,"['siti', 'terlalu', 'gelap', 'sata', 'tak', 'nampak', 'tangan', 'saya', 'sendiri']"
184,ms-MY,train,apakah waktu,"['apakah', 'waktu']"
185,ms-MY,train,lagu apa ini,"['lagu', 'apa', 'ini']"
186,ms-MY,train,olly apakah tajuk lagu itu,"['olly', 'apakah', 'tajuk', 'lagu', 'itu']"
187,ms-MY,train,apakah yang dimaksudkan penyanyi dengan tajuk lagu standing in the eyes of the world,"['apakah', 'yang', 'dimaksudkan', 'penyanyi', 'dengan', 'tajuk', 'lagu', 'standing', 'in', 'the', 'eyes', 'of', 'the', 'world']"
188,ms-MY,train,siapa yang cover lagu kopi dangdut,"['siapa', 'yang', 'cover', 'lagu', 'kopi', 'dangdut']"
189,ms-MY,train,bagaimana cuaca di kuala lumpur,"['bagaimana', 'cuaca', 'di', 'kuala', 'lumpur']"
190,ms-MY,train,bagaimana keadaan cuaca di kuching,"['bagaimana', 'keadaan', 'cuaca', 'di', 'kuching']"
191,ms-MY,train,bagaimana keadaan semasa banjir di kelantan,"['bagaimana', 'keadaan', 'semasa', 'banjir', 'di', 'kelantan']"
192,ms-MY,train,siapa yang akan memenangi pilihan raya yang akan datang di malaysia,"['siapa', 'yang', 'akan', 'memenangi', 'pilihan', 'raya', 'yang', 'akan', 'datang', 'di', 'malaysia']"
193,ms-MY,train,hari ahad nanti cuaca cerah tak,"['hari', 'ahad', 'nanti', 'cuaca', 'cerah', 'tak']"
194,ms-MY,train,adakah akan hujan petang ini,"['adakah', 'akan', 'hujan', 'petang', 'ini']"
195,ms-MY,train,esok berangin tak,"['esok', 'berangin', 'tak']"
196,ms-MY,train,cerahkan lampu bersebelahan dengan sofa,"['cerahkan', 'lampu', 'bersebelahan', 'dengan', 'sofa']"
197,ms-MY,train,cerahkan lampu,"['cerahkan', 'lampu']"
198,ms-MY,train,apakah waktu di kuala lumpur sekarang,"['apakah', 'waktu', 'di', 'kuala', 'lumpur', 'sekarang']"
199,ms-MY,train,bersihkan dapur,"['bersihkan', 'dapur']"
200,ms-MY,train,apa yang berlaku di dunia,"['apa', 'yang', 'berlaku', 'di', 'dunia']"
201,ms-MY,train,maklumkan berita kepada saya,"['maklumkan', 'berita', 'kepada', 'saya']"
202,ms-MY,train,apa ramalan cuaca hari ini,"['apa', 'ramalan', 'cuaca', 'hari', 'ini']"
203,ms-MY,train,bagaimana keadaan cuaca,"['bagaimana', 'keadaan', 'cuaca']"
204,ms-MY,train,hey apa yang awak buat,"['hey', 'apa', 'yang', 'awak', 'buat']"
205,ms-MY,train,apa khabar awak,"['apa', 'khabar', 'awak']"
206,ms-MY,train,selamat pagi apa khabar,"['selamat', 'pagi', 'apa', 'khabar']"
207,ms-MY,train,pesan piza dari pizza hut,"['pesan', 'piza', 'dari', 'pizza', 'hut']"
208,ms-MY,train,saya nak makan sushi boleh awka pesankan untuk makan tengah hari,"['saya', 'nak', 'makan', 'sushi', 'boleh', 'awka', 'pesankan', 'untuk', 'makan', 'tengah', 'hari']"
209,ms-MY,train,alexa saya nak makan sushi boleh awak pesankan untuk makan tengah hari,"['alexa', 'saya', 'nak', 'makan', 'sushi', 'boleh', 'awak', 'pesankan', 'untuk', 'makan', 'tengah', 'hari']"
210,ms-MY,train,tapaukan sandwic dan sup dari restoran tiga h.,"['tapaukan', 'sandwic', 'dan', 'sup', 'dari', 'restoran', 'tiga', 'h.']"
211,ms-MY,train,berapa hari lagi dalam tahun ini,"['berapa', 'hari', 'lagi', 'dalam', 'tahun', 'ini']"
212,ms-MY,train,naikkan keterangan kepada dua puluh peratus,"['naikkan', 'keterangan', 'kepada', 'dua', 'puluh', 'peratus']"
213,ms-MY,train,tetapkan lampu ke kuasa penuh,"['tetapkan', 'lampu', 'ke', 'kuasa', 'penuh']"
214,ms-MY,train,bisu,['bisu']
215,ms-MY,train,saya kena bawa payung ke esok,"['saya', 'kena', 'bawa', 'payung', 'ke', 'esok']"
216,ms-MY,train,hidupkan pengecas pintar,"['hidupkan', 'pengecas', 'pintar']"
217,ms-MY,train,beritahu saya berita teknologi berkaitan gadget baru,"['beritahu', 'saya', 'berita', 'teknologi', 'berkaitan', 'gadget', 'baru']"
218,ms-MY,train,gembira,['gembira']
219,ms-MY,train,petang,['petang']
220,ms-MY,train,ahad,['ahad']
221,ms-MY,train,lebih senyap,"['lebih', 'senyap']"
222,ms-MY,train,senyap,['senyap']
223,ms-MY,train,saya nak tahu cuaca di kota kinabalu,"['saya', 'nak', 'tahu', 'cuaca', 'di', 'kota', 'kinabalu']"
224,ms-MY,train,adakah salji di negeri sembilan,"['adakah', 'salji', 'di', 'negeri', 'sembilan']"
225,ms-MY,train,yo saya perlu kopi sekarang,"['yo', 'saya', 'perlu', 'kopi', 'sekarang']"
226,ms-MY,train,saya bantu seseorang yang memerlukan hari ini olly,"['saya', 'bantu', 'seseorang', 'yang', 'memerlukan', 'hari', 'ini', 'olly']"
227,ms-MY,train,hidupkan mesin kopi,"['hidupkan', 'mesin', 'kopi']"
228,ms-MY,train,sediakan secawan kopi sekarang,"['sediakan', 'secawan', 'kopi', 'sekarang']"
229,ms-MY,train,macam mana cuaca esok,"['macam', 'mana', 'cuaca', 'esok']"
230,ms-MY,train,apakah ramalan cuaca esok,"['apakah', 'ramalan', 'cuaca', 'esok']"
231,ms-MY,train,esok salji akan turun ke,"['esok', 'salji', 'akan', 'turun', 'ke']"
232,ms-MY,train,tengokkan kalau restoran itu boleh buat tapau,"['tengokkan', 'kalau', 'restoran', 'itu', 'boleh', 'buat', 'tapau']"
233,ms-MY,train,cari kedai nasi ayam untuk tapau,"['cari', 'kedai', 'nasi', 'ayam', 'untuk', 'tapau']"
234,ms-MY,train,ada menu tapau tak kat restoran itu,"['ada', 'menu', 'tapau', 'tak', 'kat', 'restoran', 'itu']"
235,ms-MY,train,dua puluh sembilan mac jatuh pada hari apa,"['dua', 'puluh', 'sembilan', 'mac', 'jatuh', 'pada', 'hari', 'apa']"
236,ms-MY,train,apakah penggera saya seterusnya,"['apakah', 'penggera', 'saya', 'seterusnya']"
237,ms-MY,train,sila beritahu saya penggera saya,"['sila', 'beritahu', 'saya', 'penggera', 'saya']"
238,ms-MY,train,pukul berapakah penggera saya akan berbunyi hari ini,"['pukul', 'berapakah', 'penggera', 'saya', 'akan', 'berbunyi', 'hari', 'ini']"
239,ms-MY,train,boleh beritahu saya masa,"['boleh', 'beritahu', 'saya', 'masa']"
240,ms-MY,train,mainkan muzik trek lapan dari senarai main lagu atas talian,"['mainkan', 'muzik', 'trek', 'lapan', 'dari', 'senarai', 'main', 'lagu', 'atas', 'talian']"
241,ms-MY,train,mainkan satu lagu secara rambang daripada senarai main saya,"['mainkan', 'satu', 'lagu', 'secara', 'rambang', 'daripada', 'senarai', 'main', 'saya']"
242,ms-MY,train,apakah tarikh semasa,"['apakah', 'tarikh', 'semasa']"
243,ms-MY,train,apa yang berlaku di berita,"['apa', 'yang', 'berlaku', 'di', 'berita']"
244,ms-MY,train,saya mahu lampu dipadamkan boleh kah anda tolong,"['saya', 'mahu', 'lampu', 'dipadamkan', 'boleh', 'kah', 'anda', 'tolong']"
245,ms-MY,train,beritahu saya adakah yang berikut benar tentang keadaan cuaca,"['beritahu', 'saya', 'adakah', 'yang', 'berikut', 'benar', 'tentang', 'keadaan', 'cuaca']"
