,locale,partition,utt,tokens
54,sq-AL,train,të lutem ndiz dritën në maksimum,"['të', 'lutem', 'ndiz', 'dritën', 'në', 'maksimum']"
55,sq-AL,train,ej vë në punë fshesën robotike me vakum,"['ej', 'vë', 'në', 'punë', 'fshesën', 'robotike', 'me', 'vakum']"
56,sq-AL,train,ndiz fshirësen robotike,"['ndiz', 'fshirësen', 'robotike']"
57,sq-AL,train,të lutem porosit ndonjë sushi për darkë,"['të', 'lutem', 'porosit', 'ndonjë', 'sushi', 'për', 'darkë']"
58,sq-AL,train,ej do dëshiroja të porosisje hamburger,"['ej', 'do', 'dëshiroja', 'të', 'porosisje', 'hamburger']"
59,sq-AL,train,a mund të porosis darkë për me vete nga k f c,"['a', 'mund', 'të', 'porosis', 'darkë', 'për', 'me', 'vete', 'nga', 'k', 'f', 'c']"
60,sq-AL,train,a ofron proper pizza për me vete,"['a', 'ofron', 'proper', 'pizza', 'për', 'me', 'vete']"
61,sq-AL,train,vendos një alarm në orën dymbëdhjetë,"['vendos', 'një', 'alarm', 'në', 'orën', 'dymbëdhjetë']"
62,sq-AL,train,vendos një alarm dyzet minuta nga tani,"['vendos', 'një', 'alarm', 'dyzet', 'minuta', 'nga', 'tani']"
63,sq-AL,train,vendos alarm në tetë çdo ditë të javës,"['vendos', 'alarm', 'në', 'tetë', 'çdo', 'ditë', 'të', 'javës']"
64,sq-AL,train,po bie shi,"['po', 'bie', 'shi']"
65,sq-AL,train,a do të bjerë shi,"['a', 'do', 'të', 'bjerë', 'shi']"
66,sq-AL,train,po bie borë,"['po', 'bie', 'borë']"
67,sq-AL,train,si është moti këto javë,"['si', 'është', 'moti', 'këto', 'javë']"
68,sq-AL,train,më trego lajmet në klan,"['më', 'trego', 'lajmet', 'në', 'klan']"
69,sq-AL,train,cilat janë lajmet në klan news,"['cilat', 'janë', 'lajmet', 'në', 'klan', 'news']"
70,sq-AL,train,cili është lajmi më i fundit në klan,"['cili', 'është', 'lajmi', 'më', 'i', 'fundit', 'në', 'klan']"
71,sq-AL,train,luaj një këngë që pëlqej,"['luaj', 'një', 'këngë', 'që', 'pëlqej']"
72,sq-AL,train,luaj djemtë e detit,"['luaj', 'djemtë', 'e', 'detit']"
73,sq-AL,train,vendos pak djemtë e detit,"['vendos', 'pak', 'djemtë', 'e', 'detit']"
74,sq-AL,train,përsërit këtë listë të këngëve,"['përsërit', 'këtë', 'listë', 'të', 'këngëve']"
75,sq-AL,train,çfarë po luhet,"['çfarë', 'po', 'luhet']"
76,sq-AL,train,çfarë muzike është kjo,"['çfarë', 'muzike', 'është', 'kjo']"
77,sq-AL,train,më trego këngëtarin e kësaj kënge,"['më', 'trego', 'këngëtarin', 'e', 'kësaj', 'kënge']"
78,sq-AL,train,më bëj të qesh,"['më', 'bëj', 'të', 'qesh']"
79,sq-AL,train,brisilda më bëj për të qeshur,"['brisilda', 'më', 'bëj', 'për', 'të', 'qeshur']"
80,sq-AL,train,më trego një barcaletë të mirë,"['më', 'trego', 'një', 'barcaletë', 'të', 'mirë']"
81,sq-AL,train,më thuaj një shaka,"['më', 'thuaj', 'një', 'shaka']"
82,sq-AL,train,ana më thuaj një shaka,"['ana', 'më', 'thuaj', 'një', 'shaka']"
83,sq-AL,train,më ngri humorin,"['më', 'ngri', 'humorin']"
84,sq-AL,train,më trego për sot,"['më', 'trego', 'për', 'sot']"
85,sq-AL,train,porosit një picë,"['porosit', 'një', 'picë']"
86,sq-AL,train,më porosit picë margarita nga juvenilja,"['më', 'porosit', 'picë', 'margarita', 'nga', 'juvenilja']"
87,sq-AL,train,kur arrit porosia ime,"['kur', 'arrit', 'porosia', 'ime']"
88,sq-AL,train,sa do porosia për me vete,"['sa', 'do', 'porosia', 'për', 'me', 'vete']"
89,sq-AL,train,statusi i porosisë nga proper pizza,"['statusi', 'i', 'porosisë', 'nga', 'proper', 'pizza']"
90,sq-AL,train,çfarë po luhet,"['çfarë', 'po', 'luhet']"
91,sq-AL,train,më thuaj emrin e këngës,"['më', 'thuaj', 'emrin', 'e', 'këngës']"
92,sq-AL,train,luaj listën time me këngë jazz,"['luaj', 'listën', 'time', 'me', 'këngë', 'jazz']"
93,sq-AL,train,fillo listën e këngëve të mia jazz,"['fillo', 'listën', 'e', 'këngëve', 'të', 'mia', 'jazz']"
94,sq-AL,train,luaj listën time të preferuar të këngëve,"['luaj', 'listën', 'time', 'të', 'preferuar', 'të', 'këngëve']"
95,sq-AL,train,kjo është një këngë e mirë,"['kjo', 'është', 'një', 'këngë', 'e', 'mirë']"
96,sq-AL,train,nuk më pëlqen,"['nuk', 'më', 'pëlqen']"
97,sq-AL,train,mua më pëlqen ajo,"['mua', 'më', 'pëlqen', 'ajo']"
98,sq-AL,train,më pëlqen jazz,"['më', 'pëlqen', 'jazz']"
99,sq-AL,train,a mund të luash pak xhaz,"['a', 'mund', 'të', 'luash', 'pak', 'xhaz']"
100,sq-AL,train,kjo këngë ishte shumë e bukur,"['kjo', 'këngë', 'ishte', 'shumë', 'e', 'bukur']"
101,sq-AL,train,ndrysho volumin,"['ndrysho', 'volumin']"
102,sq-AL,train,aktivizo përzierjen,"['aktivizo', 'përzierjen']"
103,sq-AL,train,ruaj karakteristikat,"['ruaj', 'karakteristikat']"
104,sq-AL,train,vendos ndriçimin në pesëdhjetë përqind,"['vendos', 'ndriçimin', 'në', 'pesëdhjetë', 'përqind']"
105,sq-AL,train,ul ndriçimin,"['ul', 'ndriçimin']"
106,sq-AL,train,redukto ndriçimin,"['redukto', 'ndriçimin']"
107,sq-AL,train,ul ndriçimin,"['ul', 'ndriçimin']"
108,sq-AL,train,zbeh dritat,"['zbeh', 'dritat']"
109,sq-AL,train,brisilda ul dritat,"['brisilda', 'ul', 'dritat']"
110,sq-AL,train,më bëj një kafe,"['më', 'bëj', 'një', 'kafe']"
111,sq-AL,train,brisilda më bëj një kafe,"['brisilda', 'më', 'bëj', 'një', 'kafe']"
112,sq-AL,train,kam nevojë për një kafe,"['kam', 'nevojë', 'për', 'një', 'kafe']"
113,sq-AL,train,do dëshiroja një kafe tani,"['do', 'dëshiroja', 'një', 'kafe', 'tani']"
114,sq-AL,train,si je,"['si', 'je']"
115,sq-AL,train,vendos një alarm në orën dhjetë të mëngjesit,"['vendos', 'një', 'alarm', 'në', 'orën', 'dhjetë', 'të', 'mëngjesit']"
116,sq-AL,train,më trego lajmet më të fundit të teknologjisë,"['më', 'trego', 'lajmet', 'më', 'të', 'fundit', 'të', 'teknologjisë']"
117,sq-AL,train,më trego lajmet teknologjike më të fundit,"['më', 'trego', 'lajmet', 'teknologjike', 'më', 'të', 'fundit']"
118,sq-AL,train,më trego motin,"['më', 'trego', 'motin']"
119,sq-AL,train,si do të jetë moti tani,"['si', 'do', 'të', 'jetë', 'moti', 'tani']"
120,sq-AL,train,a po bie shi tani,"['a', 'po', 'bie', 'shi', 'tani']"
121,sq-AL,train,fillo listën time me këngë nga alban skënderaj,"['fillo', 'listën', 'time', 'me', 'këngë', 'nga', 'alban', 'skënderaj']"
122,sq-AL,train,luaj michael jackson nga lista e këngëve të mia,"['luaj', 'michael', 'jackson', 'nga', 'lista', 'e', 'këngëve', 'të', 'mia']"
123,sq-AL,train,luaj këngën e fundit nga lista ime e të preferuarave,"['luaj', 'këngën', 'e', 'fundit', 'nga', 'lista', 'ime', 'e', 'të', 'preferuarave']"
124,sq-AL,train,rrit volumin,"['rrit', 'volumin']"
125,sq-AL,train,ndiz prizën,"['ndiz', 'prizën']"
126,sq-AL,train,ndiz prizën,"['ndiz', 'prizën']"
127,sq-AL,train,ndiz prizën time,"['ndiz', 'prizën', 'time']"
128,sq-AL,train,më trego disa shaka,"['më', 'trego', 'disa', 'shaka']"
129,sq-AL,train,a di ndonjë shaka,"['a', 'di', 'ndonjë', 'shaka']"
130,sq-AL,train,sa është ora,"['sa', 'është', 'ora']"
131,sq-AL,train,më thuaj orën,"['më', 'thuaj', 'orën']"
132,sq-AL,train,a pranon opa porosi për me vete,"['a', 'pranon', 'opa', 'porosi', 'për', 'me', 'vete']"
133,sq-AL,train,a ofron porosi për me vete vendi im i preferuar për pica,"['a', 'ofron', 'porosi', 'për', 'me', 'vete', 'vendi', 'im', 'i', 'preferuar', 'për', 'pica']"
134,sq-AL,train,a mund të porosis për me vete nga ky vendi spanjoll,"['a', 'mund', 'të', 'porosis', 'për', 'me', 'vete', 'nga', 'ky', 'vendi', 'spanjoll']"
135,sq-AL,train,hiqe alarmin,"['hiqe', 'alarmin']"
136,sq-AL,train,më trego alarmet që kam vendosur unë,"['më', 'trego', 'alarmet', 'që', 'kam', 'vendosur', 'unë']"
137,sq-AL,train,a kam ndonjë alarm,"['a', 'kam', 'ndonjë', 'alarm']"
138,sq-AL,train,më trego alarmet,"['më', 'trego', 'alarmet']"
139,sq-AL,train,si është moti në tiranë,"['si', 'është', 'moti', 'në', 'tiranë']"
140,sq-AL,train,më trego motin në tiranë,"['më', 'trego', 'motin', 'në', 'tiranë']"
141,sq-AL,train,të lutem bëji dritat të përshtatshme për të lexuar,"['të', 'lutem', 'bëji', 'dritat', 'të', 'përshtatshme', 'për', 'të', 'lexuar']"
142,sq-AL,train,të lutem bëji dritat të përshtatshme për të shikuar,"['të', 'lutem', 'bëji', 'dritat', 'të', 'përshtatshme', 'për', 'të', 'shikuar']"
143,sq-AL,train,ndriço më shumë dhomën,"['ndriço', 'më', 'shumë', 'dhomën']"
144,sq-AL,train,dhe drita nisi,"['dhe', 'drita', 'nisi']"
145,sq-AL,train,çfarë date është sot,"['çfarë', 'date', 'është', 'sot']"
146,sq-AL,train,çfarë date është sot,"['çfarë', 'date', 'është', 'sot']"
147,sq-AL,train,më thuaj një datë,"['më', 'thuaj', 'një', 'datë']"
148,sq-AL,train,po bie shi në sarandë,"['po', 'bie', 'shi', 'në', 'sarandë']"
149,sq-AL,train,ndrysho dritat në jeshile,"['ndrysho', 'dritat', 'në', 'jeshile']"
150,sq-AL,train,shto këtë këngën te lista ime e të preferuarave,"['shto', 'këtë', 'këngën', 'te', 'lista', 'ime', 'e', 'të', 'preferuarave']"
151,sq-AL,train,çfarë është kjo këngë,"['çfarë', 'është', 'kjo', 'këngë']"
152,sq-AL,train,robo fik dritat,"['robo', 'fik', 'dritat']"
153,sq-AL,train,fik dritat,"['fik', 'dritat']"
154,sq-AL,train,pastro dyshemenë të lutem,"['pastro', 'dyshemenë', 'të', 'lutem']"
155,sq-AL,train,ndiz prizën e gatueses së orizit,"['ndiz', 'prizën', 'e', 'gatueses', 'së', 'orizit']"
156,sq-AL,train,fik prizën e gatueses së orizit,"['fik', 'prizën', 'e', 'gatueses', 'së', 'orizit']"
157,sq-AL,train,a mund të më ndihmosh të porosis sushi nga deliveroo,"['a', 'mund', 'të', 'më', 'ndihmosh', 'të', 'porosis', 'sushi', 'nga', 'deliveroo']"
158,sq-AL,train,vendos një alarm për në katër pasdite,"['vendos', 'një', 'alarm', 'për', 'në', 'katër', 'pasdite']"
159,sq-AL,train,lili më njofto në tre pasdite për të shkuar në koncert,"['lili', 'më', 'njofto', 'në', 'tre', 'pasdite', 'për', 'të', 'shkuar', 'në', 'koncert']"
160,sq-AL,train,më njofto në tre të drekës për të shkuar në koncert,"['më', 'njofto', 'në', 'tre', 'të', 'drekës', 'për', 'të', 'shkuar', 'në', 'koncert']"
161,sq-AL,train,kam ndonjë alarm të vendosur për fluturimin e mëngjesit,"['kam', 'ndonjë', 'alarm', 'të', 'vendosur', 'për', 'fluturimin', 'e', 'mëngjesit']"
162,sq-AL,train,a ka ndonjë alarm,"['a', 'ka', 'ndonjë', 'alarm']"
163,sq-AL,train,a po bie shi tani në durrës,"['a', 'po', 'bie', 'shi', 'tani', 'në', 'durrës']"
164,sq-AL,train,a do të bjerë shi sot,"['a', 'do', 'të', 'bjerë', 'shi', 'sot']"
165,sq-AL,train,çfarë po ndodh jashtë,"['çfarë', 'po', 'ndodh', 'jashtë']"
166,sq-AL,train,çfarë po ndodh në botë,"['çfarë', 'po', 'ndodh', 'në', 'botë']"
167,sq-AL,train,çfarë po ndodh në berat,"['çfarë', 'po', 'ndodh', 'në', 'berat']"
168,sq-AL,train,më trego disa lajme nga klan,"['më', 'trego', 'disa', 'lajme', 'nga', 'klan']"
169,sq-AL,train,olli më trego disa lajme nga klani,"['olli', 'më', 'trego', 'disa', 'lajme', 'nga', 'klani']"
170,sq-AL,train,më trego lejmet e c.n.n,"['më', 'trego', 'lejmet', 'e', 'c.n.n']"
171,sq-AL,train,olli klan,"['olli', 'klan']"
172,sq-AL,train,më luaj pak hip hop,"['më', 'luaj', 'pak', 'hip', 'hop']"
173,sq-AL,train,death metal tani,"['death', 'metal', 'tani']"
174,sq-AL,train,olly çfarë lloj muzike pëlqej unë zakonisht mbas pune,"['olly', 'çfarë', 'lloj', 'muzike', 'pëlqej', 'unë', 'zakonisht', 'mbas', 'pune']"
175,sq-AL,train,olly luaj muzikë nga pianisti im i preferuar,"['olly', 'luaj', 'muzikë', 'nga', 'pianisti', 'im', 'i', 'preferuar']"
176,sq-AL,train,e ke zërin shumë të lartë,"['e', 'ke', 'zërin', 'shumë', 'të', 'lartë']"
177,sq-AL,train,me zor të dëgjoj brisilda,"['me', 'zor', 'të', 'dëgjoj', 'brisilda']"
178,sq-AL,train,bëji dritat blu,"['bëji', 'dritat', 'blu']"
179,sq-AL,train,bëji dritat të ndriçojnë blu,"['bëji', 'dritat', 'të', 'ndriçojnë', 'blu']"
180,sq-AL,train,brisilda natën e mirë dritat fikur,"['brisilda', 'natën', 'e', 'mirë', 'dritat', 'fikur']"
181,sq-AL,train,është tmerrësisht errësirë këtu,"['është', 'tmerrësisht', 'errësirë', 'këtu']"
182,sq-AL,train,bëji dritat më të shndritshme,"['bëji', 'dritat', 'më', 'të', 'shndritshme']"
183,sq-AL,train,brisilda është shumë errësirë nuk mund të shikoj as duart e mia,"['brisilda', 'është', 'shumë', 'errësirë', 'nuk', 'mund', 'të', 'shikoj', 'as', 'duart', 'e', 'mia']"
184,sq-AL,train,sa është ora,"['sa', 'është', 'ora']"
185,sq-AL,train,cila është kënga,"['cila', 'është', 'kënga']"
186,sq-AL,train,brisilda cila është kënga,"['brisilda', 'cila', 'është', 'kënga']"
187,sq-AL,train,çfarë ka dashur të thotë këngëtari me titullin e këngës marr,"['çfarë', 'ka', 'dashur', 'të', 'thotë', 'këngëtari', 'me', 'titullin', 'e', 'këngës', 'marr']"
188,sq-AL,train,kush e këndoi këngën kuq e zi,"['kush', 'e', 'këndoi', 'këngën', 'kuq', 'e', 'zi']"
189,sq-AL,train,së është koha në paris,"['së', 'është', 'koha', 'në', 'paris']"
190,sq-AL,train,si është moti në durrës,"['si', 'është', 'moti', 'në', 'durrës']"
191,sq-AL,train,cila është gjendja aktuale e negociatave të edi ramës,"['cila', 'është', 'gjendja', 'aktuale', 'e', 'negociatave', 'të', 'edi', 'ramës']"
192,sq-AL,train,kush do ti fitojë zgjedhjet e radhës në francë,"['kush', 'do', 'ti', 'fitojë', 'zgjedhjet', 'e', 'radhës', 'në', 'francë']"
193,sq-AL,train,a pritet të jetë mot me diell të dielën,"['a', 'pritet', 'të', 'jetë', 'mot', 'me', 'diell', 'të', 'dielën']"
194,sq-AL,train,a do të bjerë shi në mbrëmje,"['a', 'do', 'të', 'bjerë', 'shi', 'në', 'mbrëmje']"
195,sq-AL,train,a do të jetë mot me erë nesër,"['a', 'do', 'të', 'jetë', 'mot', 'me', 'erë', 'nesër']"
196,sq-AL,train,ndriço llambën ngjitur me divanin,"['ndriço', 'llambën', 'ngjitur', 'me', 'divanin']"
197,sq-AL,train,ndiz dritën,"['ndiz', 'dritën']"
198,sq-AL,train,sa është ora në moskë tani,"['sa', 'është', 'ora', 'në', 'moskë', 'tani']"
199,sq-AL,train,fshi kuzhinën,"['fshi', 'kuzhinën']"
200,sq-AL,train,çfarë po ndodh në botë,"['çfarë', 'po', 'ndodh', 'në', 'botë']"
201,sq-AL,train,më trego lajmet,"['më', 'trego', 'lajmet']"
202,sq-AL,train,si është parashikimi i motit për sot,"['si', 'është', 'parashikimi', 'i', 'motit', 'për', 'sot']"
203,sq-AL,train,si është moti,"['si', 'është', 'moti']"
204,sq-AL,train,ej çfarë mendon të bësh,"['ej', 'çfarë', 'mendon', 'të', 'bësh']"
205,sq-AL,train,si po ia kalon,"['si', 'po', 'ia', 'kalon']"
206,sq-AL,train,mirëmëngjes si je,"['mirëmëngjes', 'si', 'je']"
207,sq-AL,train,porosit një picë nga proper pizza,"['porosit', 'një', 'picë', 'nga', 'proper', 'pizza']"
208,sq-AL,train,do dëshiroja të haja sushi a mund të më porosisësh drekën,"['do', 'dëshiroja', 'të', 'haja', 'sushi', 'a', 'mund', 'të', 'më', 'porosisësh', 'drekën']"
209,sq-AL,train,brisilda do dëshiroja të haja sushi a mund të më porosisësh drekë,"['brisilda', 'do', 'dëshiroja', 'të', 'haja', 'sushi', 'a', 'mund', 'të', 'më', 'porosisësh', 'drekë']"
210,sq-AL,train,porosit një sanduiç dhe supë për me vete nga restoranti italian,"['porosit', 'një', 'sanduiç', 'dhe', 'supë', 'për', 'me', 'vete', 'nga', 'restoranti', 'italian']"
211,sq-AL,train,sa ditë kanë mbetur në këtë vit,"['sa', 'ditë', 'kanë', 'mbetur', 'në', 'këtë', 'vit']"
212,sq-AL,train,rrit ndriçimin me njëzet përqind,"['rrit', 'ndriçimin', 'me', 'njëzet', 'përqind']"
213,sq-AL,train,vendosi dritat në fuqinë maksimale,"['vendosi', 'dritat', 'në', 'fuqinë', 'maksimale']"
214,sq-AL,train,hesht,['hesht']
215,sq-AL,train,a duhet të marr një çadër nesër,"['a', 'duhet', 'të', 'marr', 'një', 'çadër', 'nesër']"
216,sq-AL,train,ndiz karikuesin inteligjent,"['ndiz', 'karikuesin', 'inteligjent']"
217,sq-AL,train,më trego lajmet nga teknologjia në klan,"['më', 'trego', 'lajmet', 'nga', 'teknologjia', 'në', 'klan']"
218,sq-AL,train,i lumtur,"['i', 'lumtur']"
219,sq-AL,train,mbrëmje,['mbrëmje']
220,sq-AL,train,e dielë,"['e', 'dielë']"
221,sq-AL,train,më e qetë,"['më', 'e', 'qetë']"
222,sq-AL,train,qetësi,['qetësi']
223,sq-AL,train,doja të dija si është moti tek parku i liqenit,"['doja', 'të', 'dija', 'si', 'është', 'moti', 'tek', 'parku', 'i', 'liqenit']"
224,sq-AL,train,a po bie borë tani në tiranë,"['a', 'po', 'bie', 'borë', 'tani', 'në', 'tiranë']"
225,sq-AL,train,ej kam nevojë për një kafe tani,"['ej', 'kam', 'nevojë', 'për', 'një', 'kafe', 'tani']"
226,sq-AL,train,ndihmova një njeri në nevojë sot brisilda,"['ndihmova', 'një', 'njeri', 'në', 'nevojë', 'sot', 'brisilda']"
227,sq-AL,train,ndiz makinetën e kafesë,"['ndiz', 'makinetën', 'e', 'kafesë']"
228,sq-AL,train,bëj gati një filxhan mekafe tani,"['bëj', 'gati', 'një', 'filxhan', 'mekafe', 'tani']"
229,sq-AL,train,si do të jetë moti nesër,"['si', 'do', 'të', 'jetë', 'moti', 'nesër']"
230,sq-AL,train,si janë parashikimet e motit për nesër,"['si', 'janë', 'parashikimet', 'e', 'motit', 'për', 'nesër']"
231,sq-AL,train,a do të ketë borë nesër,"['a', 'do', 'të', 'ketë', 'borë', 'nesër']"
232,sq-AL,train,mëso nëse restoranti pranon porosi për me vete,"['mëso', 'nëse', 'restoranti', 'pranon', 'porosi', 'për', 'me', 'vete']"
233,sq-AL,train,kërko nëse restoranti ka opsionin merr me vete,"['kërko', 'nëse', 'restoranti', 'ka', 'opsionin', 'merr', 'me', 'vete']"
234,sq-AL,train,ka ndonjë menu për me vete në restorant,"['ka', 'ndonjë', 'menu', 'për', 'me', 'vete', 'në', 'restorant']"
235,sq-AL,train,në cilën ditë është njëzet e nëntë marsi,"['në', 'cilën', 'ditë', 'është', 'njëzet', 'e', 'nëntë', 'marsi']"
236,sq-AL,train,cili është alarmi im i radhës,"['cili', 'është', 'alarmi', 'im', 'i', 'radhës']"
237,sq-AL,train,të lutem më trego alarmet e mi,"['të', 'lutem', 'më', 'trego', 'alarmet', 'e', 'mi']"
238,sq-AL,train,kur do më bjerë alarmi sot,"['kur', 'do', 'më', 'bjerë', 'alarmi', 'sot']"
239,sq-AL,train,mund të më thuash orën,"['mund', 'të', 'më', 'thuash', 'orën']"
240,sq-AL,train,luaj këngën e tetë nga muzika google play,"['luaj', 'këngën', 'e', 'tetë', 'nga', 'muzika', 'google', 'play']"
